aqi_date_loc,time_updated,o3,pm10,pm25
"2,Utica,NY",2022-11-07 21:00:00,12,2,6
"3,Utica,NY",2022-11-07 21:00:00,14,10,30
"4,Utica,NY",2022-11-07 21:00:00,12,9,22
"5,Utica,NY",2022-11-07 21:00:00,8,2,6
na,na,na,na,na
na,na,na,na,na
"1,Waterloo,IA",2022-11-07 21:00:00,9,5,12
"2,Waterloo,IA",2022-11-07 21:00:00,11,6,15
"3,Waterloo,IA",2022-11-07 21:00:00,12,8,26
"4,Waterloo,IA",2022-11-07 21:00:00,9,10,31
"5,Waterloo,IA",2022-11-07 21:00:00,11,3,11
"1,Everett,WA",2022-11-07 20:00:00,8,3,8
"2,Everett,WA",2022-11-07 20:00:00,4,10,30
"3,Everett,WA",2022-11-07 20:00:00,4,12,40
"4,Everett,WA",2022-11-07 20:00:00,5,9,28
"5,Everett,WA",2022-11-07 20:00:00,4,7,22
na,na,na,na,na
na,na,na,na,na
"1,Downey,CA",2022-11-07 18:00:00,7,19,48
"2,Downey,CA",2022-11-07 18:00:00,8,19,43
"3,Downey,CA",2022-11-07 18:00:00,3,59,129
"4,Downey,CA",2022-11-07 18:00:00,3,72,143
"5,Downey,CA",2022-11-07 18:00:00,4,44,90
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Richmond,CA",2022-11-07 20:00:00,12,5,13
"2,Richmond,CA",2022-11-07 20:00:00,11,9,21
"3,Richmond,CA",2022-11-07 20:00:00,10,10,17
"4,Richmond,CA",2022-11-07 20:00:00,10,7,15
"5,Richmond,CA",2022-11-07 20:00:00,10,2,6
na,na,na,na,na
na,na,na,na,na
"1,Bend,OR",2022-11-07 18:00:00,10,3,4
"2,Bend,OR",2022-11-07 18:00:00,10,3,9
"3,Bend,OR",2022-11-07 18:00:00,9,6,21
"4,Bend,OR",2022-11-07 18:00:00,12,5,15
"5,Bend,OR",2022-11-07 18:00:00,13,5,16
"1,Burlington,VT",2022-11-07 21:00:00,8,8,14
"2,Burlington,VT",2022-11-07 21:00:00,10,6,12
"3,Burlington,VT",2022-11-07 21:00:00,11,8,23
"4,Burlington,VT",2022-11-07 21:00:00,6,13,35
"5,Burlington,VT",2022-11-07 21:00:00,10,5,14
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hillsboro,OR",2022-11-07 18:00:00,9,3,7
"2,Hillsboro,OR",2022-11-07 18:00:00,3,10,30
"3,Hillsboro,OR",2022-11-07 18:00:00,1,18,54
"4,Hillsboro,OR",2022-11-07 18:00:00,5,15,49
"5,Hillsboro,OR",2022-11-07 18:00:00,7,16,52
na,na,na,na,na
"1,Jacksonville,NC",2022-11-07 21:00:00,17,17,31
"2,Jacksonville,NC",2022-11-07 21:00:00,17,14,24
"3,Jacksonville,NC",2022-11-07 21:00:00,18,9,28
"4,Jacksonville,NC",2022-11-07 21:00:00,12,4,11
"5,Jacksonville,NC",2022-11-07 21:00:00,9,5,15
na,na,na,na,na
na,na,na,na,na
"1,League City,TX",2022-11-07 19:00:00,13,15,43
"2,League City,TX",2022-11-07 19:00:00,15,19,57
"3,League City,TX",2022-11-07 19:00:00,18,13,36
"4,League City,TX",2022-11-07 19:00:00,8,15,37
"5,League City,TX",2022-11-07 19:00:00,13,2,5
"1,Eau Claire,WI",2022-11-07 21:00:00,10,3,8
"2,Eau Claire,WI",2022-11-07 21:00:00,9,8,31
"3,Eau Claire,WI",2022-11-07 21:00:00,9,6,23
"4,Eau Claire,WI",2022-11-07 21:00:00,11,2,5
"5,Eau Claire,WI",2022-11-07 21:00:00,13,1,3
"1,Turlock,CA",2022-11-07 18:00:00,14,2,4
"2,Turlock,CA",2022-11-07 18:00:00,5,7,20
"3,Turlock,CA",2022-11-07 18:00:00,3,16,53
"4,Turlock,CA",2022-11-07 18:00:00,2,23,70
"5,Turlock,CA",2022-11-07 18:00:00,3,29,82
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Davie,FL",2022-11-07 21:00:00,18,17,21
"2,Davie,FL",2022-11-07 21:00:00,13,6,20
"3,Davie,FL",2022-11-07 21:00:00,13,6,16
"4,Davie,FL",2022-11-07 21:00:00,11,15,44
"5,Davie,FL",2022-11-07 21:00:00,8,10,29
"1,Daly City,CA",2022-11-07 18:00:00,10,5,10
"2,Daly City,CA",2022-11-07 18:00:00,4,18,44
"3,Daly City,CA",2022-11-07 18:00:00,3,30,76
"4,Daly City,CA",2022-11-07 18:00:00,3,28,67
"5,Daly City,CA",2022-11-07 18:00:00,6,21,52
na,na,na,na,na
"1,Allen,TX",2022-11-08 03:00:00,18,12,37
"2,Allen,TX",2022-11-08 03:00:00,14,18,55
na,na,na,na,na
na,na,na,na,na
"1,Columbia,MD",2022-11-07 20:00:00,11,11,43
"2,Columbia,MD",2022-11-07 20:00:00,9,8,28
"3,Columbia,MD",2022-11-07 20:00:00,13,6,13
"4,Columbia,MD",2022-11-07 20:00:00,5,7,22
"5,Columbia,MD",2022-11-07 20:00:00,14,3,7
na,na,na,na,na
na,na,na,na,na
"1,Manteca,CA",2022-11-07 18:00:00,11,4,8
"2,Manteca,CA",2022-11-07 18:00:00,4,11,29
"3,Manteca,CA",2022-11-07 18:00:00,3,17,53
"4,Manteca,CA",2022-11-07 18:00:00,2,24,68
"5,Manteca,CA",2022-11-07 18:00:00,3,32,80
"1,Arden-Arcade,CA",2022-11-07 18:00:00,12,3,7
"2,Arden-Arcade,CA",2022-11-07 18:00:00,3,20,50
"3,Arden-Arcade,CA",2022-11-07 18:00:00,2,25,64
"4,Arden-Arcade,CA",2022-11-07 18:00:00,3,22,59
"5,Arden-Arcade,CA",2022-11-07 18:00:00,4,18,48
"1,El Cajon,CA",2022-11-07 18:00:00,11,5,14
"2,El Cajon,CA",2022-11-07 18:00:00,9,8,23
"3,El Cajon,CA",2022-11-07 18:00:00,3,21,53
"4,El Cajon,CA",2022-11-07 18:00:00,4,25,55
"5,El Cajon,CA",2022-11-07 18:00:00,9,14,34
"1,Burbank,CA",2022-11-07 18:00:00,6,17,46
"2,Burbank,CA",2022-11-07 18:00:00,7,11,26
"3,Burbank,CA",2022-11-07 18:00:00,3,40,78
"4,Burbank,CA",2022-11-07 18:00:00,5,44,83
"5,Burbank,CA",2022-11-07 18:00:00,9,28,61
"1,Longmont,CO",2022-11-07 20:00:00,8,10,23
"2,Longmont,CO",2022-11-07 20:00:00,8,10,23
"3,Longmont,CO",2022-11-07 20:00:00,8,4,9
"4,Longmont,CO",2022-11-07 20:00:00,8,7,20
"5,Longmont,CO",2022-11-07 20:00:00,13,4,11
"1,Renton,WA",2022-11-07 18:00:00,9,4,10
"2,Renton,WA",2022-11-07 18:00:00,4,17,45
"3,Renton,WA",2022-11-07 18:00:00,2,30,78
"4,Renton,WA",2022-11-07 18:00:00,2,18,55
"5,Renton,WA",2022-11-07 18:00:00,4,12,35
na,na,na,na,na
"1,Logan,UT",2022-11-07 19:00:00,11,3,8
"2,Logan,UT",2022-11-07 19:00:00,12,2,5
"3,Logan,UT",2022-11-07 19:00:00,13,2,6
"4,Logan,UT",2022-11-07 19:00:00,12,7,25
"5,Logan,UT",2022-11-07 19:00:00,12,6,20
na,na,na,na,na
"1,Vacaville,CA",2022-11-07 18:00:00,9,3,9
"2,Vacaville,CA",2022-11-07 18:00:00,3,7,22
"3,Vacaville,CA",2022-11-07 18:00:00,4,9,28
"4,Vacaville,CA",2022-11-07 18:00:00,7,6,18
"5,Vacaville,CA",2022-11-07 18:00:00,9,11,22
"1,Edinburg,TX",2022-11-08 00:00:00,29,7,16
"2,Edinburg,TX",2022-11-08 00:00:00,32,8,18
na,na,na,na,na
"1,Spokane Valley,WA",2022-11-07 20:00:00,11,2,4
"2,Spokane Valley,WA",2022-11-07 20:00:00,7,8,28
"3,Spokane Valley,WA",2022-11-07 20:00:00,4,12,44
"4,Spokane Valley,WA",2022-11-07 20:00:00,4,21,67
"5,Spokane Valley,WA",2022-11-07 20:00:00,5,21,69
na,na,na,na,na
"1,La Crosse,WI",2022-11-07 21:00:00,11,4,11
"2,La Crosse,WI",2022-11-07 21:00:00,11,9,35
"3,La Crosse,WI",2022-11-07 21:00:00,12,8,34
"4,La Crosse,WI",2022-11-07 21:00:00,12,2,6
"5,La Crosse,WI",2022-11-07 21:00:00,13,1,3
"1,Idaho Falls,ID",2022-11-07 19:00:00,10,3,10
"2,Idaho Falls,ID",2022-11-07 19:00:00,15,2,5
"3,Idaho Falls,ID",2022-11-07 19:00:00,12,3,11
"4,Idaho Falls,ID",2022-11-07 19:00:00,11,6,20
"5,Idaho Falls,ID",2022-11-07 19:00:00,9,4,17
"1,Holland,MI",2022-11-07 21:00:00,9,3,9
"2,Holland,MI",2022-11-07 21:00:00,11,8,26
"3,Holland,MI",2022-11-07 21:00:00,15,16,56
"4,Holland,MI",2022-11-07 21:00:00,14,8,26
"5,Holland,MI",2022-11-07 21:00:00,12,1,3
"1,Charlottesville,VA",2022-11-07 21:00:00,13,4,12
"2,Charlottesville,VA",2022-11-07 21:00:00,11,6,18
"3,Charlottesville,VA",2022-11-07 21:00:00,7,14,28
"4,Charlottesville,VA",2022-11-07 21:00:00,6,7,14
"5,Charlottesville,VA",2022-11-07 21:00:00,8,2,7
"1,Longview,TX",2022-11-07 20:00:00,8,3,6
"2,Longview,TX",2022-11-07 20:00:00,4,7,19
"3,Longview,TX",2022-11-07 20:00:00,2,15,46
"4,Longview,TX",2022-11-07 20:00:00,3,12,39
"5,Longview,TX",2022-11-07 20:00:00,7,10,33
"1,Tracy,CA",2022-11-07 18:00:00,12,3,4
"2,Tracy,CA",2022-11-07 18:00:00,7,6,13
"3,Tracy,CA",2022-11-07 18:00:00,8,8,23
"4,Tracy,CA",2022-11-07 18:00:00,7,15,45
"5,Tracy,CA",2022-11-07 18:00:00,6,24,66
na,na,na,na,na
"1,Lafayette,CO",2022-11-07 20:00:00,9,15,44
"2,Lafayette,CO",2022-11-07 20:00:00,10,14,48
"3,Lafayette,CO",2022-11-07 20:00:00,7,17,49
"4,Lafayette,CO",2022-11-07 20:00:00,8,17,54
"5,Lafayette,CO",2022-11-07 20:00:00,11,4,12
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Beaverton,OR",2022-11-07 18:00:00,9,4,9
"2,Beaverton,OR",2022-11-07 18:00:00,3,19,51
"3,Beaverton,OR",2022-11-07 18:00:00,1,30,83
"4,Beaverton,OR",2022-11-07 18:00:00,5,16,51
"5,Beaverton,OR",2022-11-07 18:00:00,7,16,51
"1,Lawrence,KS",2022-11-07 21:00:00,14,2,4
"2,Lawrence,KS",2022-11-07 21:00:00,8,7,20
"3,Lawrence,KS",2022-11-07 21:00:00,13,11,30
"4,Lawrence,KS",2022-11-07 21:00:00,10,14,32
"5,Lawrence,KS",2022-11-07 21:00:00,11,5,12
"1,Bismarck,ND",2022-11-07 19:00:00,12,4,15
"2,Bismarck,ND",2022-11-07 19:00:00,11,1,4
"3,Bismarck,ND",2022-11-07 19:00:00,13,1,3
"4,Bismarck,ND",2022-11-07 19:00:00,13,1,3
"5,Bismarck,ND",2022-11-07 19:00:00,12,2,6
"1,Orem,UT",2022-11-07 19:00:00,9,9,24
"2,Orem,UT",2022-11-07 19:00:00,12,3,8
"3,Orem,UT",2022-11-07 19:00:00,13,5,10
"4,Orem,UT",2022-11-07 19:00:00,12,22,63
"5,Orem,UT",2022-11-07 19:00:00,12,23,72
"1,Middletown,OH",2022-11-06 13:00:00,12,5,15
"2,Middletown,OH",2022-11-06 13:00:00,9,8,19
"3,Middletown,OH",2022-11-06 13:00:00,9,12,34
"4,Middletown,OH",2022-11-06 13:00:00,6,10,29
"5,Middletown,OH",2022-11-06 13:00:00,12,3,8
na,na,na,na,na
"1,San Marcos,CA",2022-11-07 20:00:00,8,40,95
"2,San Marcos,CA",2022-11-07 20:00:00,7,41,95
"3,San Marcos,CA",2022-11-07 20:00:00,8,48,117
"4,San Marcos,CA",2022-11-07 20:00:00,6,57,137
"5,San Marcos,CA",2022-11-07 20:00:00,9,43,117
"1,Sandy,UT",2022-11-07 18:00:00,8,10,30
"2,Sandy,UT",2022-11-07 18:00:00,8,7,22
"3,Sandy,UT",2022-11-07 18:00:00,5,16,47
"4,Sandy,UT",2022-11-07 18:00:00,5,32,88
"5,Sandy,UT",2022-11-07 18:00:00,7,30,86
"1,Federal Way,WA",2022-11-07 20:00:00,9,4,9
"2,Federal Way,WA",2022-11-07 20:00:00,4,17,41
"3,Federal Way,WA",2022-11-07 20:00:00,2,31,80
"4,Federal Way,WA",2022-11-07 20:00:00,2,22,62
"5,Federal Way,WA",2022-11-07 20:00:00,2,19,56
na,na,na,na,na
"1,Hesperia,CA",2022-11-07 18:00:00,10,3,8
"2,Hesperia,CA",2022-11-07 18:00:00,12,4,5
"3,Hesperia,CA",2022-11-07 18:00:00,10,18,19
"4,Hesperia,CA",2022-11-07 18:00:00,12,21,19
"5,Hesperia,CA",2022-11-07 18:00:00,12,23,21
"1,Brockton,MA",2022-11-07 21:00:00,12,3,7
"2,Brockton,MA",2022-11-07 21:00:00,9,7,18
"3,Brockton,MA",2022-11-07 21:00:00,12,11,24
"4,Brockton,MA",2022-11-07 21:00:00,11,14,28
"5,Brockton,MA",2022-11-07 21:00:00,13,4,11
"1,Compton,CA",2022-11-07 18:00:00,7,19,48
"2,Compton,CA",2022-11-07 18:00:00,8,19,43
"3,Compton,CA",2022-11-07 18:00:00,3,59,129
"4,Compton,CA",2022-11-07 18:00:00,3,72,143
"5,Compton,CA",2022-11-07 18:00:00,4,44,90
"1,Riverview,FL",2022-11-07 20:00:00,17,15,30
"2,Riverview,FL",2022-11-07 20:00:00,17,10,23
"3,Riverview,FL",2022-11-07 20:00:00,14,4,14
"4,Riverview,FL",2022-11-07 20:00:00,15,5,16
"5,Riverview,FL",2022-11-07 20:00:00,15,16,42
"1,Fishers,IN",2022-11-07 21:00:00,12,5,17
"2,Fishers,IN",2022-11-07 21:00:00,8,9,33
"3,Fishers,IN",2022-11-07 21:00:00,12,13,47
"4,Fishers,IN",2022-11-07 21:00:00,11,8,29
"5,Fishers,IN",2022-11-07 21:00:00,12,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Plantation,FL",2022-11-07 21:00:00,18,17,21
"2,Plantation,FL",2022-11-07 21:00:00,13,6,20
"3,Plantation,FL",2022-11-07 21:00:00,13,6,16
"4,Plantation,FL",2022-11-07 21:00:00,11,15,44
"5,Plantation,FL",2022-11-07 21:00:00,8,10,29
na,na,na,na,na
"1,Quincy,MA",2022-11-07 21:00:00,13,3,6
"2,Quincy,MA",2022-11-07 21:00:00,9,7,21
"3,Quincy,MA",2022-11-07 21:00:00,11,14,35
"4,Quincy,MA",2022-11-07 21:00:00,9,17,36
"5,Quincy,MA",2022-11-07 21:00:00,12,4,12
"1,Portsmouth,VA",2022-11-08 02:00:00,27,12,24
"2,Portsmouth,VA",2022-11-08 02:00:00,25,10,23
"1,Chino,CA",2022-11-07 18:00:00,7,8,23
"2,Chino,CA",2022-11-07 18:00:00,7,11,28
"3,Chino,CA",2022-11-07 18:00:00,3,31,65
"4,Chino,CA",2022-11-07 18:00:00,5,24,40
"5,Chino,CA",2022-11-07 18:00:00,10,17,24
"1,Lynn,MA",2022-11-07 21:00:00,13,2,5
"2,Lynn,MA",2022-11-07 21:00:00,9,7,20
"3,Lynn,MA",2022-11-07 21:00:00,11,13,35
"4,Lynn,MA",2022-11-07 21:00:00,9,16,36
"5,Lynn,MA",2022-11-07 21:00:00,11,4,13
"1,Edmond,OK",2022-11-07 20:00:00,7,4,13
"2,Edmond,OK",2022-11-07 20:00:00,13,11,35
"3,Edmond,OK",2022-11-07 20:00:00,12,6,19
"4,Edmond,OK",2022-11-07 20:00:00,14,2,4
"5,Edmond,OK",2022-11-07 20:00:00,15,1,3
"1,Hanford,CA",2022-11-07 18:00:00,13,3,6
"2,Hanford,CA",2022-11-07 18:00:00,5,6,15
"3,Hanford,CA",2022-11-07 18:00:00,4,12,42
"4,Hanford,CA",2022-11-07 18:00:00,3,20,64
"5,Hanford,CA",2022-11-07 18:00:00,4,23,70
"1,Dearborn,MI",2022-11-07 21:00:00,9,6,16
"2,Dearborn,MI",2022-11-07 21:00:00,8,9,25
"3,Dearborn,MI",2022-11-07 21:00:00,9,12,36
"4,Dearborn,MI",2022-11-07 21:00:00,8,12,34
"5,Dearborn,MI",2022-11-07 21:00:00,10,4,12
na,na,na,na,na
na,na,na,na,na
"1,Vineland,NJ",2022-11-07 21:00:00,10,4,10
"2,Vineland,NJ",2022-11-07 21:00:00,12,6,12
"3,Vineland,NJ",2022-11-07 21:00:00,10,9,16
"4,Vineland,NJ",2022-11-07 21:00:00,14,8,15
"5,Vineland,NJ",2022-11-07 21:00:00,14,3,11
"1,Florence,SC",2022-11-06 23:00:00,21,10,40
"2,Florence,SC",2022-11-06 23:00:00,18,7,29
"1,Portsmouth,NH",2022-11-08 02:00:00,27,12,24
"2,Portsmouth,NH",2022-11-08 02:00:00,25,10,23
na,na,na,na,na
"1,Lawton,OK",2022-11-07 20:00:00,8,6,23
"2,Lawton,OK",2022-11-07 20:00:00,13,10,31
"3,Lawton,OK",2022-11-07 20:00:00,12,7,14
"4,Lawton,OK",2022-11-07 20:00:00,14,2,4
"5,Lawton,OK",2022-11-07 20:00:00,14,2,3
"1,Kirkland,WA",2022-11-07 20:00:00,8,5,10
"2,Kirkland,WA",2022-11-07 20:00:00,4,16,43
"3,Kirkland,WA",2022-11-07 20:00:00,2,24,67
"4,Kirkland,WA",2022-11-07 20:00:00,2,17,52
"5,Kirkland,WA",2022-11-07 20:00:00,4,10,27
"1,Missoula,MT",2022-11-07 19:00:00,9,2,6
"2,Missoula,MT",2022-11-07 19:00:00,11,1,4
"3,Missoula,MT",2022-11-07 19:00:00,7,6,21
"4,Missoula,MT",2022-11-07 19:00:00,8,9,37
"5,Missoula,MT",2022-11-07 19:00:00,11,9,33
"1,Auburn,AL",2022-11-07 20:00:00,9,4,9
"2,Auburn,AL",2022-11-07 20:00:00,4,16,42
"3,Auburn,AL",2022-11-07 20:00:00,2,29,74
"4,Auburn,AL",2022-11-07 20:00:00,2,15,49
"5,Auburn,AL",2022-11-07 20:00:00,5,10,32
"1,Rapid City,SD",2022-11-07 14:00:00,11,8,15
"2,Rapid City,SD",2022-11-07 14:00:00,10,5,12
"3,Rapid City,SD",2022-11-07 14:00:00,11,2,4
"4,Rapid City,SD",2022-11-07 14:00:00,16,1,4
"1,Terre Haute,IN",2022-11-07 20:00:00,12,6,21
"2,Terre Haute,IN",2022-11-07 20:00:00,9,9,33
"3,Terre Haute,IN",2022-11-07 20:00:00,12,14,48
"4,Terre Haute,IN",2022-11-07 20:00:00,12,6,17
"5,Terre Haute,IN",2022-11-07 20:00:00,12,1,3
na,na,na,na,na
na,na,na,na,na
"1,Mount Pleasant,SC",2022-11-07 21:00:00,12,6,17
"2,Mount Pleasant,SC",2022-11-07 21:00:00,9,7,18
"3,Mount Pleasant,SC",2022-11-07 21:00:00,10,9,27
"4,Mount Pleasant,SC",2022-11-07 21:00:00,5,7,20
"5,Mount Pleasant,SC",2022-11-07 21:00:00,12,3,9
"1,Carson,CA",2022-11-07 18:00:00,7,19,48
"2,Carson,CA",2022-11-07 18:00:00,8,19,43
"3,Carson,CA",2022-11-07 18:00:00,3,59,129
"4,Carson,CA",2022-11-07 18:00:00,3,72,143
"5,Carson,CA",2022-11-07 18:00:00,4,44,90
"1,Conroe,TX",2022-11-07 21:00:00,7,11,31
"2,Conroe,TX",2022-11-07 21:00:00,8,18,55
"3,Conroe,TX",2022-11-07 21:00:00,12,16,50
"4,Conroe,TX",2022-11-07 21:00:00,10,14,32
"5,Conroe,TX",2022-11-07 21:00:00,15,1,3
na,na,na,na,na
"1,Livermore,CA",2022-11-07 18:00:00,11,3,7
"2,Livermore,CA",2022-11-07 18:00:00,5,8,20
"3,Livermore,CA",2022-11-07 18:00:00,5,10,33
"4,Livermore,CA",2022-11-07 18:00:00,6,11,36
"5,Livermore,CA",2022-11-07 18:00:00,6,18,51
"1,Westminster,CA",2022-11-07 20:00:00,10,10,21
"2,Westminster,CA",2022-11-07 20:00:00,6,13,37
"3,Westminster,CA",2022-11-07 20:00:00,4,9,27
"4,Westminster,CA",2022-11-07 20:00:00,3,17,53
"5,Westminster,CA",2022-11-07 20:00:00,12,7,20
"1,Germantown,MD",2022-11-07 20:00:00,8,13,47
"2,Germantown,MD",2022-11-07 20:00:00,10,12,45
"3,Germantown,MD",2022-11-07 20:00:00,10,13,35
"4,Germantown,MD",2022-11-07 20:00:00,9,11,33
"5,Germantown,MD",2022-11-07 20:00:00,15,2,3
na,na,na,na,na
na,na,na,na,na
"1,Fall River,MA",2022-11-07 21:00:00,13,3,5
"2,Fall River,MA",2022-11-07 21:00:00,10,5,11
"3,Fall River,MA",2022-11-07 21:00:00,16,7,10
"4,Fall River,MA",2022-11-07 21:00:00,13,14,21
"5,Fall River,MA",2022-11-07 21:00:00,15,5,15
"1,Albany,GA",2022-11-07 21:00:00,12,2,5
"2,Albany,GA",2022-11-07 21:00:00,11,4,11
"3,Albany,GA",2022-11-07 21:00:00,10,15,45
"4,Albany,GA",2022-11-07 21:00:00,8,12,31
"5,Albany,GA",2022-11-07 21:00:00,10,2,7
"1,Miami Beach,FL",2022-11-07 20:00:00,17,17,21
"2,Miami Beach,FL",2022-11-07 20:00:00,13,6,20
"3,Miami Beach,FL",2022-11-07 20:00:00,15,6,15
"4,Miami Beach,FL",2022-11-07 20:00:00,13,14,38
"5,Miami Beach,FL",2022-11-07 20:00:00,10,11,28
na,na,na,na,na
"1,San Leandro,CA",2022-11-07 18:00:00,10,5,11
"2,San Leandro,CA",2022-11-07 18:00:00,4,24,53
"3,San Leandro,CA",2022-11-07 18:00:00,3,36,83
"4,San Leandro,CA",2022-11-07 18:00:00,4,23,59
"5,San Leandro,CA",2022-11-07 18:00:00,6,20,54
na,na,na,na,na
"1,Newton,MA",2022-11-07 20:00:00,14,10,27
"2,Newton,MA",2022-11-07 20:00:00,16,7,15
"3,Newton,MA",2022-11-07 20:00:00,15,6,9
"4,Newton,MA",2022-11-07 20:00:00,8,3,7
"5,Newton,MA",2022-11-07 20:00:00,11,9,30
na,na,na,na,na
"1,Citrus Heights,CA",2022-11-07 18:00:00,13,2,5
"2,Citrus Heights,CA",2022-11-07 18:00:00,5,10,24
"3,Citrus Heights,CA",2022-11-07 18:00:00,3,12,32
"4,Citrus Heights,CA",2022-11-07 18:00:00,4,15,37
"5,Citrus Heights,CA",2022-11-07 18:00:00,5,12,30
"1,State College,PA",2022-11-07 20:00:00,11,2,5
"2,State College,PA",2022-11-07 20:00:00,11,4,10
"3,State College,PA",2022-11-07 20:00:00,12,13,36
"4,State College,PA",2022-11-07 20:00:00,8,10,22
"5,State College,PA",2022-11-07 20:00:00,8,2,7
na,na,na,na,na
"1,Decatur,IL",2022-11-07 20:00:00,13,6,23
"2,Decatur,IL",2022-11-07 20:00:00,11,10,35
"3,Decatur,IL",2022-11-07 20:00:00,15,11,37
"4,Decatur,IL",2022-11-07 20:00:00,13,6,19
"5,Decatur,IL",2022-11-07 20:00:00,12,1,3
"1,Jackson,MI",2022-11-07 20:00:00,6,10,35
"2,Jackson,MI",2022-11-07 20:00:00,11,9,30
"3,Jackson,MI",2022-11-07 20:00:00,8,12,28
"4,Jackson,MI",2022-11-07 20:00:00,10,14,45
"5,Jackson,MI",2022-11-07 20:00:00,14,2,6
"1,Fort Myers,FL",2022-09-28 08:00:00,16,11,19
"2,Fort Myers,FL",2022-09-28 08:00:00,14,9,14
"3,Fort Myers,FL",2022-09-28 08:00:00,11,11,28
"4,Fort Myers,FL",2022-09-28 08:00:00,10,13,41
na,na,na,na,na
"1,Dalton,GA",2022-11-07 20:00:00,8,5,14
"2,Dalton,GA",2022-11-07 20:00:00,9,10,34
"3,Dalton,GA",2022-11-07 20:00:00,15,15,52
"4,Dalton,GA",2022-11-07 20:00:00,12,7,21
"5,Dalton,GA",2022-11-07 20:00:00,12,2,3
na,na,na,na,na
na,na,na,na,na
"1,Hawthorne,CA",2022-11-07 20:00:00,7,7,18
"2,Hawthorne,CA",2022-11-07 20:00:00,7,13,39
"3,Hawthorne,CA",2022-11-07 20:00:00,14,17,54
"4,Hawthorne,CA",2022-11-07 20:00:00,12,9,24
"5,Hawthorne,CA",2022-11-07 20:00:00,11,2,3
"1,Anderson,IN",2022-11-07 21:00:00,12,5,15
"2,Anderson,IN",2022-11-07 21:00:00,9,7,25
"3,Anderson,IN",2022-11-07 21:00:00,13,10,37
"4,Anderson,IN",2022-11-07 21:00:00,12,7,25
"5,Anderson,IN",2022-11-07 21:00:00,12,1,3
"1,Redwood City,CA",2022-11-07 18:00:00,11,3,6
"2,Redwood City,CA",2022-11-07 18:00:00,7,7,17
"3,Redwood City,CA",2022-11-07 18:00:00,4,30,79
"4,Redwood City,CA",2022-11-07 18:00:00,3,23,64
"5,Redwood City,CA",2022-11-07 18:00:00,4,33,83
na,na,na,na,na
"1,Napa,CA",,18,15,32
"2,Napa,CA",,19,18,32
"3,Napa,CA",,16,18,30
"4,Napa,CA",,21,17,34
"5,Napa,CA",,na,15,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Bloomington,MN",2022-11-07 20:00:00,13,5,17
"2,Bloomington,MN",2022-11-07 20:00:00,10,10,33
"3,Bloomington,MN",2022-11-07 20:00:00,12,13,48
"4,Bloomington,MN",2022-11-07 20:00:00,11,8,26
"5,Bloomington,MN",2022-11-07 20:00:00,13,1,3
na,na,na,na,na
na,na,na,na,na
"1,Mission,TX",2022-11-07 21:00:00,11,12,29
"2,Mission,TX",2022-11-07 21:00:00,11,16,28
"3,Mission,TX",2022-11-07 21:00:00,12,11,24
"4,Mission,TX",2022-11-07 21:00:00,11,7,18
"5,Mission,TX",2022-11-07 21:00:00,13,4,11
"1,Milpitas,CA",2022-11-07 18:00:00,11,4,10
"2,Milpitas,CA",2022-11-07 18:00:00,3,21,55
"3,Milpitas,CA",2022-11-07 18:00:00,2,32,81
"4,Milpitas,CA",2022-11-07 18:00:00,3,30,76
"5,Milpitas,CA",2022-11-07 18:00:00,4,36,90
"1,Troy,MI",2022-11-07 21:00:00,12,2,5
"2,Troy,MI",2022-11-07 21:00:00,11,4,11
"3,Troy,MI",2022-11-07 21:00:00,10,15,45
"4,Troy,MI",2022-11-07 21:00:00,8,12,31
"5,Troy,MI",2022-11-07 21:00:00,10,2,7
"1,Madera,CA",2022-11-07 18:00:00,11,3,8
"2,Madera,CA",2022-11-07 18:00:00,8,3,6
"3,Madera,CA",2022-11-07 18:00:00,4,7,23
"4,Madera,CA",2022-11-07 18:00:00,3,11,39
"5,Madera,CA",2022-11-07 18:00:00,7,6,21
na,na,na,na,na
na,na,na,na,na
"1,Alhambra,CA",2022-11-07 19:00:00,3,33,60
"2,Alhambra,CA",2022-11-07 19:00:00,10,17,23
"3,Alhambra,CA",2022-11-07 19:00:00,5,23,49
"4,Alhambra,CA",2022-11-07 19:00:00,8,19,37
"5,Alhambra,CA",2022-11-07 19:00:00,11,24,39
"1,Melbourne,FL",2022-11-08 13:00:00,6,7,22
"2,Melbourne,FL",2022-11-08 13:00:00,10,6,19
"3,Melbourne,FL",2022-11-08 13:00:00,3,8,24
"4,Melbourne,FL",2022-11-08 13:00:00,3,11,31
"5,Melbourne,FL",2022-11-08 13:00:00,3,1,3
"1,Port Huron,MI",2022-11-07 21:00:00,11,3,8
"2,Port Huron,MI",2022-11-07 21:00:00,12,4,13
"3,Port Huron,MI",2022-11-07 21:00:00,13,9,30
"4,Port Huron,MI",2022-11-07 21:00:00,11,9,30
