aqi_date_loc,time_updated,o3,pm10,pm25
"4,Pleasant Hill,TN",2022-11-07 23:00:00,5,15,46
"5,Pleasant Hill,TN",2022-11-07 23:00:00,6,15,38
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Ontario,WI",2022-11-07 20:00:00,8,7,20
"2,Ontario,WI",2022-11-07 20:00:00,7,10,24
"3,Ontario,WI",2022-11-07 20:00:00,5,21,43
"4,Ontario,WI",2022-11-07 20:00:00,9,20,27
"5,Ontario,WI",2022-11-07 20:00:00,11,16,19
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Berlin,GA",2022-02-22 14:00:00,23,14,32
"2,Berlin,GA",2022-02-22 14:00:00,25,13,41
"3,Berlin,GA",2022-02-22 14:00:00,23,15,37
"4,Berlin,GA",2022-02-22 14:00:00,18,18,44
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Martin,LA",2022-11-08 07:00:00,18,13,51
"2,Martin,LA",2022-11-08 07:00:00,15,14,50
na,na,na,na,na
"1,Martin,KY",2022-11-08 07:00:00,18,13,51
"2,Martin,KY",2022-11-08 07:00:00,15,14,50
na,na,na,na,na
na,na,na,na,na
"1,Gilbert,LA",2022-11-08 00:00:00,10,17,22
"2,Gilbert,LA",2022-11-08 00:00:00,4,30,63
"3,Gilbert,LA",2022-11-08 00:00:00,7,21,39
"4,Gilbert,LA",2022-11-08 00:00:00,14,19,26
"1,Union,IL",2022-11-08 02:00:00,4,26,57
"2,Union,IL",2022-11-08 02:00:00,3,31,63
"3,Union,IL",2022-11-08 02:00:00,6,25,48
"4,Union,IL",2022-11-08 02:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Odessa,NY",2020-03-06 21:00:00,33,24,65
"2,Odessa,NY",2020-03-06 21:00:00,33,26,63
"3,Odessa,NY",2020-03-06 21:00:00,26,13,50
"4,Odessa,NY",2020-03-06 21:00:00,22,12,48
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Trenton,UT",2022-11-08 02:00:00,8,10,26
"2,Trenton,UT",2022-11-08 02:00:00,3,26,62
"3,Trenton,UT",2022-11-08 02:00:00,8,19,40
"4,Trenton,UT",2022-11-08 02:00:00,13,2,6
na,na,na,na,na
na,na,na,na,na
"1,Enfield,IL",2022-11-08 07:00:00,21,13,34
"2,Enfield,IL",2022-11-08 07:00:00,20,13,35
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Carlsbad,TX",2022-11-07 23:00:00,14,5,14
"2,Carlsbad,TX",2022-11-07 23:00:00,12,5,10
"3,Carlsbad,TX",2022-11-07 23:00:00,6,22,50
"4,Carlsbad,TX",2022-11-07 23:00:00,6,19,38
"5,Carlsbad,TX",2022-11-07 23:00:00,8,14,26
na,na,na,na,na
"1,Liverpool,TX",2022-11-08 07:00:00,25,9,22
"2,Liverpool,TX",2022-11-08 07:00:00,29,10,19
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Chatham,LA",2022-11-08 07:00:00,22,10,27
"2,Chatham,LA",2022-11-08 07:00:00,25,12,30
"3,Chatham,LA",2022-11-08 07:00:00,24,12,31
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Miami,TX",2022-11-08 01:00:00,13,6,20
"2,Miami,TX",2022-11-08 01:00:00,15,6,15
"3,Miami,TX",2022-11-08 01:00:00,13,14,38
"4,Miami,TX",2022-11-08 01:00:00,10,11,28
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Riverside,TX",2022-11-07 23:00:00,9,5,14
"2,Riverside,TX",2022-11-07 23:00:00,7,11,29
"3,Riverside,TX",2022-11-07 23:00:00,3,22,53
"4,Riverside,TX",2022-11-07 23:00:00,10,18,27
"5,Riverside,TX",2022-11-07 23:00:00,13,15,20
na,na,na,na,na
"1,Clarksville,OH",2022-11-08 01:00:00,8,12,44
"2,Clarksville,OH",2022-11-08 01:00:00,11,8,22
"3,Clarksville,OH",2022-11-08 01:00:00,8,9,28
"4,Clarksville,OH",2022-11-08 01:00:00,14,1,3
"1,Batavia,IA",2022-11-08 13:00:00,1,206,310
"2,Batavia,IA",2022-11-08 13:00:00,1,203,291
"3,Batavia,IA",2022-11-08 13:00:00,1,209,288
"4,Batavia,IA",2022-11-08 13:00:00,1,202,289
"5,Batavia,IA",2022-11-08 13:00:00,1,173,283
"1,Glenwood,NE",2022-11-08 17:00:00,6,8,15
"2,Glenwood,NE",2022-11-08 17:00:00,7,7,12
"3,Glenwood,NE",2022-11-08 17:00:00,8,8,24
"4,Glenwood,NE",2022-11-08 17:00:00,6,13,36
"5,Glenwood,NE",2022-11-08 17:00:00,7,21,62
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Chili,NM",2022-11-08 03:00:00,13,24,24
"2,Chili,NM",2022-11-08 03:00:00,12,25,24
"3,Chili,NM",2022-11-08 03:00:00,11,22,27
"4,Chili,NM",2022-11-08 03:00:00,12,23,24
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Lyons,OH",2022-11-02 09:00:00,20,9,29
"2,Lyons,OH",2022-11-02 09:00:00,16,9,28
"3,Lyons,OH",2022-11-02 09:00:00,16,13,42
"4,Lyons,OH",2022-11-02 09:00:00,11,17,55
"1,Clayton,WA",2022-11-08 17:00:00,7,9,25
"2,Clayton,WA",2022-11-08 17:00:00,9,6,18
"3,Clayton,WA",2022-11-08 17:00:00,3,7,24
"4,Clayton,WA",2022-11-08 17:00:00,5,7,18
"5,Clayton,WA",2022-11-08 17:00:00,4,2,4
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Oceanside,OR",2022-11-07 23:00:00,14,5,14
"2,Oceanside,OR",2022-11-07 23:00:00,12,5,10
"3,Oceanside,OR",2022-11-07 23:00:00,6,22,50
"4,Oceanside,OR",2022-11-07 23:00:00,6,19,38
"5,Oceanside,OR",2022-11-07 23:00:00,8,14,26
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Clayton,WI",2022-11-08 17:00:00,7,9,25
"2,Clayton,WI",2022-11-08 17:00:00,9,6,18
"3,Clayton,WI",2022-11-08 17:00:00,3,7,24
"4,Clayton,WI",2022-11-08 17:00:00,5,7,18
"5,Clayton,WI",2022-11-08 17:00:00,4,2,4
na,na,na,na,na
"1,Waverly,KS",2022-11-05 02:00:00,12,4,16
"2,Waverly,KS",2022-11-05 02:00:00,9,5,15
"3,Waverly,KS",2022-11-05 02:00:00,9,3,10
"4,Waverly,KS",2022-11-05 02:00:00,7,5,16
na,na,na,na,na
na,na,na,na,na
"1,Alba,TX",2022-11-08 09:00:00,16,17,58
"2,Alba,TX",2022-11-08 09:00:00,12,21,66
"3,Alba,TX",2022-11-08 09:00:00,11,17,59
na,na,na,na,na
"1,Richmond,LA",2022-11-08 01:00:00,11,9,21
"2,Richmond,LA",2022-11-08 01:00:00,10,10,17
"3,Richmond,LA",2022-11-08 01:00:00,10,7,15
"4,Richmond,LA",2022-11-08 01:00:00,10,2,6
na,na,na,na,na
"1,Ulen,MN",2022-11-02 09:00:00,20,9,29
"2,Ulen,MN",2022-11-02 09:00:00,16,9,28
"3,Ulen,MN",2022-11-02 09:00:00,16,13,42
"4,Ulen,MN",2022-11-02 09:00:00,11,17,55
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Glenview,KY",2022-11-08 01:00:00,6,14,42
"2,Glenview,KY",2022-11-08 01:00:00,13,18,57
"3,Glenview,KY",2022-11-08 01:00:00,12,9,25
"4,Glenview,KY",2022-11-08 01:00:00,12,2,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Valparaiso,NE",2022-11-08 03:00:00,10,5,12
"2,Valparaiso,NE",2022-11-08 03:00:00,7,14,39
"3,Valparaiso,NE",2022-11-08 03:00:00,6,10,29
"4,Valparaiso,NE",2022-11-08 03:00:00,5,8,24
"1,Augusta,IL",2022-11-08 01:00:00,14,7,14
"2,Augusta,IL",2022-11-08 01:00:00,15,7,12
"3,Augusta,IL",2022-11-08 01:00:00,11,3,11
"4,Augusta,IL",2022-11-08 01:00:00,11,5,15
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Bridgeport,CA",2022-11-08 02:00:00,13,5,11
"2,Bridgeport,CA",2022-11-08 02:00:00,8,17,39
"3,Bridgeport,CA",2022-11-08 02:00:00,7,24,48
"4,Bridgeport,CA",2022-11-08 02:00:00,13,3,10
"1,Alexandria,OH",2022-11-08 02:00:00,5,15,41
"2,Alexandria,OH",2022-11-08 02:00:00,2,27,62
"3,Alexandria,OH",2022-11-08 02:00:00,8,10,21
"4,Alexandria,OH",2022-11-08 02:00:00,9,3,7
"1,Laurel,IN",2022-11-08 02:00:00,7,14,34
"2,Laurel,IN",2022-11-08 02:00:00,3,26,56
"3,Laurel,IN",2022-11-08 02:00:00,9,10,21
"4,Laurel,IN",2022-11-08 02:00:00,9,2,6
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Alba,MO",2022-11-08 09:00:00,16,17,58
"2,Alba,MO",2022-11-08 09:00:00,12,21,66
"3,Alba,MO",2022-11-08 09:00:00,11,17,59
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Nuremberg,PA",2022-11-08 08:00:00,17,12,37
"2,Nuremberg,PA",2022-11-08 08:00:00,10,16,52
"1,Madison,MO",2022-11-08 01:00:00,12,12,45
"2,Madison,MO",2022-11-08 01:00:00,13,12,47
"3,Madison,MO",2022-11-08 01:00:00,13,4,13
"4,Madison,MO",2022-11-08 01:00:00,13,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Union,WV",2022-11-08 02:00:00,4,26,57
"2,Union,WV",2022-11-08 02:00:00,3,31,63
"3,Union,WV",2022-11-08 02:00:00,6,25,48
"4,Union,WV",2022-11-08 02:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Weston,TX",2022-11-08 02:00:00,14,6,20
"2,Weston,TX",2022-11-08 02:00:00,13,6,14
"3,Weston,TX",2022-11-08 02:00:00,12,13,39
"4,Weston,TX",2022-11-08 02:00:00,10,8,22
na,na,na,na,na
"1,Fort Washington,CA",2022-11-08 02:00:00,6,15,40
"2,Fort Washington,CA",2022-11-08 02:00:00,3,29,62
"3,Fort Washington,CA",2022-11-08 02:00:00,9,10,20
"4,Fort Washington,CA",2022-11-08 02:00:00,9,2,6
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Elizabethtown,IN",2022-11-08 02:00:00,7,10,37
"2,Elizabethtown,IN",2022-11-08 02:00:00,9,11,37
"3,Elizabethtown,IN",2022-11-08 02:00:00,6,8,24
"4,Elizabethtown,IN",2022-11-08 02:00:00,13,2,5
"1,Saltillo,TN",2022-08-06 13:00:00,8,4,12
"2,Saltillo,TN",2022-08-06 13:00:00,8,3,11
"3,Saltillo,TN",2022-08-06 13:00:00,8,3,9
"4,Saltillo,TN",2022-08-06 13:00:00,6,5,15
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Verden,OK",2022-11-08 08:00:00,15,15,38
"2,Verden,OK",2022-11-08 08:00:00,15,18,49
na,na,na,na,na
na,na,na,na,na
"1,Geneva,MN",2022-11-04 03:00:00,14,11,41
"2,Geneva,MN",2022-11-04 03:00:00,10,12,46
"1,Garden City,TX",2022-11-08 02:00:00,9,23,34
"2,Garden City,TX",2022-11-08 02:00:00,5,39,74
"3,Garden City,TX",2022-11-08 02:00:00,7,34,54
"4,Garden City,TX",2022-11-08 02:00:00,12,7,20
"1,Elizabeth,LA",2022-11-08 02:00:00,4,26,57
"2,Elizabeth,LA",2022-11-08 02:00:00,3,31,63
"3,Elizabeth,LA",2022-11-08 02:00:00,6,25,48
"4,Elizabeth,LA",2022-11-08 02:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hoboken,GA",2022-11-08 01:00:00,6,37,79
"2,Hoboken,GA",2022-11-08 01:00:00,2,49,105
"3,Hoboken,GA",2022-11-08 01:00:00,5,40,82
"4,Hoboken,GA",2022-11-08 01:00:00,10,6,16
na,na,na,na,na
"1,Ghent,WV",2022-11-04 07:00:00,22,10,28
"2,Ghent,WV",2022-11-04 07:00:00,27,12,32
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Santa Rosa,AZ",2022-10-06 10:00:00,5,9,25
"2,Santa Rosa,AZ",2022-10-06 10:00:00,7,9,26
"3,Santa Rosa,AZ",2022-10-06 10:00:00,9,13,35
"4,Santa Rosa,AZ",2022-10-06 10:00:00,14,15,25
"5,Santa Rosa,AZ",2022-10-06 10:00:00,7,16,61
"1,Trenton,NE",2022-11-08 02:00:00,8,10,26
"2,Trenton,NE",2022-11-08 02:00:00,3,26,62
"3,Trenton,NE",2022-11-08 02:00:00,8,19,40
"4,Trenton,NE",2022-11-08 02:00:00,13,2,6
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Pinewood,SC",2022-11-08 01:00:00,13,6,20
"2,Pinewood,SC",2022-11-08 01:00:00,15,6,15
"3,Pinewood,SC",2022-11-08 01:00:00,13,14,38
"4,Pinewood,SC",2022-11-08 01:00:00,10,11,28
na,na,na,na,na
"1,Logan,KS",2022-11-08 00:00:00,12,2,5
"2,Logan,KS",2022-11-08 00:00:00,13,2,6
"3,Logan,KS",2022-11-08 00:00:00,12,7,25
"4,Logan,KS",2022-11-08 00:00:00,12,6,20
"1,Covington,OK",2022-11-08 02:00:00,8,9,23
"2,Covington,OK",2022-11-08 02:00:00,9,11,34
"3,Covington,OK",2022-11-08 02:00:00,4,10,30
"4,Covington,OK",2022-11-08 02:00:00,12,4,9
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Titusville,NY",2022-11-08 01:00:00,9,4,9
"2,Titusville,NY",2022-11-08 01:00:00,4,16,42
"3,Titusville,NY",2022-11-08 01:00:00,2,29,74
"4,Titusville,NY",2022-11-08 01:00:00,2,15,49
"5,Titusville,NY",2022-11-08 01:00:00,5,10,32
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Lake City,TX",2022-11-08 00:00:00,12,3,8
"2,Lake City,TX",2022-11-08 00:00:00,13,5,10
"3,Lake City,TX",2022-11-08 00:00:00,12,22,63
"4,Lake City,TX",2022-11-08 00:00:00,12,23,72
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Ashford,WA",2022-11-08 06:00:00,24,12,30
"2,Ashford,WA",2022-11-08 06:00:00,21,12,34
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Austin,PA",2022-11-08 02:00:00,8,12,28
"2,Austin,PA",2022-11-08 02:00:00,10,10,30
"3,Austin,PA",2022-11-08 02:00:00,13,9,18
"4,Austin,PA",2022-11-08 02:00:00,16,1,4
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Bismarck,IL",2022-11-08 00:00:00,11,1,4
"2,Bismarck,IL",2022-11-08 00:00:00,13,1,3
"3,Bismarck,IL",2022-11-08 00:00:00,13,1,3
"4,Bismarck,IL",2022-11-08 00:00:00,12,2,6
na,na,na,na,na
na,na,na,na,na
"1,Modena,PA",2022-11-06 23:00:00,11,25,78
"2,Modena,PA",2022-11-06 23:00:00,15,13,49
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hickory,MS",2022-11-08 02:00:00,13,5,13
"2,Hickory,MS",2022-11-08 02:00:00,13,10,18
"3,Hickory,MS",2022-11-08 02:00:00,7,3,8
"4,Hickory,MS",2022-11-08 02:00:00,9,3,9
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Norway,IA",2022-11-08 08:00:00,24,6,15
"2,Norway,IA",2022-11-08 08:00:00,26,8,18
"3,Norway,IA",2022-11-08 08:00:00,26,5,12
na,na,na,na,na
"1,Linden,WI",2022-11-08 00:00:00,4,26,57
"2,Linden,WI",2022-11-08 00:00:00,3,31,63
"3,Linden,WI",2022-11-08 00:00:00,6,25,48
"4,Linden,WI",2022-11-08 00:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Tivoli,TX",2022-11-06 23:00:00,24,15,49
"2,Tivoli,TX",2022-11-06 23:00:00,20,19,57
"1,Englewood,PA",2022-11-07 23:00:00,6,13,37
"2,Englewood,PA",2022-11-07 23:00:00,4,9,27
"3,Englewood,PA",2022-11-07 23:00:00,3,17,53
"4,Englewood,PA",2022-11-07 23:00:00,12,7,20
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Springfield,LA",2022-11-08 00:00:00,10,12,46
"2,Springfield,LA",2022-11-08 00:00:00,16,9,35
"3,Springfield,LA",2022-11-08 00:00:00,13,2,6
"4,Springfield,LA",2022-11-08 00:00:00,16,2,4
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Winchester,KS",2021-05-18 05:00:00,41,56,52
"2,Winchester,KS",2021-05-18 05:00:00,47,69,55
"3,Winchester,KS",2021-05-18 05:00:00,42,17,15
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Centralia,KS",2022-11-08 01:00:00,9,3,7
"2,Centralia,KS",2022-11-08 01:00:00,6,5,13
"3,Centralia,KS",2022-11-08 01:00:00,2,14,44
"4,Centralia,KS",2022-11-08 01:00:00,2,14,49
"5,Centralia,KS",2022-11-08 01:00:00,2,18,58
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Lincoln Park,GA",2022-11-08 01:00:00,7,13,39
"2,Lincoln Park,GA",2022-11-08 01:00:00,14,17,54
"3,Lincoln Park,GA",2022-11-08 01:00:00,12,9,24
"4,Lincoln Park,GA",2022-11-08 01:00:00,11,2,3
"1,Scranton,IA",2022-11-08 00:00:00,10,4,11
"2,Scranton,IA",2022-11-08 00:00:00,14,13,33
"3,Scranton,IA",2022-11-08 00:00:00,11,10,24
"4,Scranton,IA",2022-11-08 00:00:00,9,2,6
na,na,na,na,na
"1,Thornton,TX",2022-11-07 23:00:00,4,16,43
"2,Thornton,TX",2022-11-07 23:00:00,4,8,22
"3,Thornton,TX",2022-11-07 23:00:00,4,15,45
"4,Thornton,TX",2022-11-07 23:00:00,11,8,24
"1,Radcliffe,IA",2022-11-07 23:00:00,25,10,26
"2,Radcliffe,IA",2022-11-07 23:00:00,28,9,20
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Dearborn,MO",2022-11-07 23:00:00,9,6,16
"2,Dearborn,MO",2022-11-07 23:00:00,8,9,25
"3,Dearborn,MO",2022-11-07 23:00:00,9,12,36
"4,Dearborn,MO",2022-11-07 23:00:00,8,12,34
"5,Dearborn,MO",2022-11-07 23:00:00,10,4,12
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Exeter,NE",2022-11-08 17:00:00,8,9,24
"2,Exeter,NE",2022-11-08 17:00:00,8,11,15
"3,Exeter,NE",2022-11-08 17:00:00,7,4,11
"4,Exeter,NE",2022-11-08 17:00:00,5,2,5
"5,Exeter,NE",2022-11-08 17:00:00,5,2,5
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Oak Grove,AL",2022-11-07 23:00:00,2,23,64
"2,Oak Grove,AL",2022-11-07 23:00:00,1,27,79
"3,Oak Grove,AL",2022-11-07 23:00:00,6,13,44
"4,Oak Grove,AL",2022-11-07 23:00:00,9,14,45
"1,Paris,ID",2022-11-08 06:00:00,7,24,58
"2,Paris,ID",2022-11-08 06:00:00,3,27,69
"1,Hillsboro,AL",2022-11-07 23:00:00,9,3,7
"2,Hillsboro,AL",2022-11-07 23:00:00,3,10,30
"3,Hillsboro,AL",2022-11-07 23:00:00,1,18,54
"4,Hillsboro,AL",2022-11-07 23:00:00,5,15,49
"5,Hillsboro,AL",2022-11-07 23:00:00,7,16,52
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Ashland,MS",2022-11-07 23:00:00,10,5,11
"2,Ashland,MS",2022-11-07 23:00:00,4,24,53
"3,Ashland,MS",2022-11-07 23:00:00,3,36,83
"4,Ashland,MS",2022-11-07 23:00:00,4,23,59
"5,Ashland,MS",2022-11-07 23:00:00,6,20,54
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Fairfield,PA",2022-11-08 02:00:00,13,5,11
"2,Fairfield,PA",2022-11-08 02:00:00,8,17,39
"3,Fairfield,PA",2022-11-08 02:00:00,7,24,48
"4,Fairfield,PA",2022-11-08 02:00:00,13,3,10
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Union,LA",2022-11-08 02:00:00,4,26,57
"2,Union,LA",2022-11-08 02:00:00,3,31,63
"3,Union,LA",2022-11-08 02:00:00,6,25,48
"4,Union,LA",2022-11-08 02:00:00,11,3,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Seabrook,MA",2022-11-08 02:00:00,7,13,33
"2,Seabrook,MA",2022-11-08 02:00:00,3,27,59
"3,Seabrook,MA",2022-11-08 02:00:00,9,9,19
"4,Seabrook,MA",2022-11-08 02:00:00,9,2,7
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hamburg,MN",2022-11-08 08:00:00,17,10,32
"2,Hamburg,MN",2022-11-08 08:00:00,15,16,47
"3,Hamburg,MN",2022-11-08 08:00:00,13,20,61
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Hudson,IN",2022-11-08 01:00:00,6,37,79
"2,Hudson,IN",2022-11-08 01:00:00,2,49,105
"3,Hudson,IN",2022-11-08 01:00:00,5,40,82
"4,Hudson,IN",2022-11-08 01:00:00,10,6,16
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,La Crosse,IN",2022-11-08 01:00:00,11,9,35
"2,La Crosse,IN",2022-11-08 01:00:00,12,8,34
"3,La Crosse,IN",2022-11-08 01:00:00,12,2,6
"4,La Crosse,IN",2022-11-08 01:00:00,13,1,3
na,na,na,na,na
na,na,na,na,na
"1,Wyoming,IA",2022-11-07 23:00:00,10,3,9
"2,Wyoming,IA",2022-11-07 23:00:00,10,8,27
"3,Wyoming,IA",2022-11-07 23:00:00,14,17,59
"4,Wyoming,IA",2022-11-07 23:00:00,12,9,30
"5,Wyoming,IA",2022-11-07 23:00:00,12,1,3
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Rankin,IL",2022-11-08 00:00:00,10,11,41
"2,Rankin,IL",2022-11-08 00:00:00,13,8,31
"3,Rankin,IL",2022-11-08 00:00:00,14,1,3
"4,Rankin,IL",2022-11-08 00:00:00,16,2,6
"1,Portland,PA",2022-11-07 23:00:00,2,23,64
"2,Portland,PA",2022-11-07 23:00:00,1,27,79
"3,Portland,PA",2022-11-07 23:00:00,6,13,44
"4,Portland,PA",2022-11-07 23:00:00,9,14,45
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Altona,CO",2022-11-08 07:00:00,15,17,50
"2,Altona,CO",2022-11-08 07:00:00,14,21,59
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
na,na,na,na,na
"1,Stockton,NJ",2021-11-05 10:00:00,8,14,19
"2,Stockton,NJ",2021-11-05 10:00:00,9,7,13
"3,Stockton,NJ",2021-11-05 10:00:00,6,12,34
"1,Utica,KY",2022-11-08 02:00:00,12,2,6
