avg_coord,x_y_grid_pt,city_state,current_temp,wind,description,avg_dni,avg_ghi,avg_lat_tilt
-23.3023,"55, 59","Plainfield,IL",36.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-23.07075,"61, 71","Lombard,IL",39.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-23.07075,"23, 89","Wisconsin Dells,WI",30.0,5 to 10 mph,Mostly Cloudy,NaN,NaN,NaN
-38.931250000000006,"41, 65","Prescott,AZ",39.0,10 mph,Mostly Clear,NaN,NaN,NaN
-27.0048,"106, 69","North Lauderdale,FL",73.0,13 mph,Partly Cloudy then Slight Chance Rain Showers,NaN,NaN,NaN
-41.68130000000001,"61, 106","Eureka,CA",43.0,7 to 10 mph,Showers And Thunderstorms,NaN,NaN,NaN
-16.578549999999996,"30, 42","Hackensack,NJ",44.0,10 mph,Mostly Clear,NaN,NaN,NaN
-16.92905,"74, 102","Sayreville,NJ",44.0,10 mph,Mostly Clear,NaN,NaN,NaN
-26.3669,"25, 74","Altamonte Springs,FL",70.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-26.3669,"25, 74","Altamonte Springs,FL",70.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-26.3669,"106, 85","Scotts Hill,TN",78.0,5 mph,Mostly Sunny,NaN,NaN,NaN
-26.3669,"106, 85","Scotts Hill,TN",78.0,5 mph,Mostly Sunny,NaN,NaN,NaN
-35.49625,"101, 179","Bountiful,UT",43.0,13 to 24 mph,Light Rain,NaN,NaN,NaN
-41.29395,"87, 63","Desert Hot Springs,CA",55.0,5 to 20 mph,Chance Rain Showers then Chance Light Rain,NaN,NaN,NaN
-25.13245,"55, 96","Peachtree Corners,GA",63.0,0 to 5 mph,Mostly Clear,NaN,NaN,NaN
-32.22655,"71, 105","Haltom City,TX",67.0,5 mph,Slight Chance Showers And Thunderstorms then Mostly Cloudy,NaN,NaN,NaN
-23.8251,"169, 121","Trujillo Alto,PR",74.0,6 mph,Scattered Rain Showers,NaN,NaN,NaN
-21.0726,"33, 10","Adrian,MI",33.0,6 mph,Partly Cloudy,NaN,NaN,NaN
-24.9394,"100, 55","Moorhead,MN",33.0,8 to 20 mph,Mostly Cloudy,NaN,NaN,NaN
-23.05995,"56, 80","Westfield,IN",39.0,9 mph,Partly Cloudy,NaN,NaN,NaN
-14.1645,"36, 31","Concord,NH",39.0,10 mph,Clear,NaN,NaN,NaN
-19.1818,"91, 68","Annandale,VA",44.0,13 mph,Mostly Clear,NaN,NaN,NaN
-42.1742,"80, 132","Rohnert Park,CA",43.0,8 to 12 mph,Showers And Thunderstorms,NaN,NaN,NaN
-41.9701,"39, 70","Brea,CA",53.0,5 to 10 mph,Rain Showers Likely then Light Rain,NaN,NaN,NaN
-14.19455,"75, 98","Salem,MA",42.0,14 mph,Clear,NaN,NaN,NaN
-32.661550000000005,"75, 98","Channelview,TX",67.0,5 mph,Mostly Clear then Patchy Fog,NaN,NaN,NaN
-27.1179,"109, 57","North Miami Beach,FL",73.0,12 to 15 mph,Slight Chance Rain Showers,NaN,NaN,NaN
-27.1179,"64, 104","Winnebago,NE",59.0,16 to 24 mph,Chance Drizzle then Chance Showers And Thunderstorms,NaN,NaN,NaN
-39.46875,"125, 93","Whitney,NV",53.0,15 mph,Partly Cloudy,NaN,NaN,NaN
-16.466749999999998,"47, 33","Freeport,NY",47.0,10 to 14 mph,Mostly Clear,NaN,NaN,NaN
-16.466749999999998,"47, 33","Freeport,NY",47.0,10 to 14 mph,Mostly Clear,NaN,NaN,NaN
-16.466749999999998,"28, 52","Spring Valley,NY",41.0,13 mph,Mostly Clear,NaN,NaN,NaN
-16.466749999999998,"28, 52","Spring Valley,NY",41.0,13 mph,Mostly Clear,NaN,NaN,NaN
-38.1235,"95, 30","Centralia,WA",28.0,2 to 6 mph,Chance Rain Showers,NaN,NaN,NaN
-25.0457,"60, 66","Gallatin,TN",55.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-22.51335,"27, 29","Stevens Point,WI",32.0,9 mph,Mostly Cloudy,NaN,NaN,NaN
-22.51335,"27, 29","Stevens Point,WI",32.0,9 mph,Mostly Cloudy,NaN,NaN,NaN
-22.51335,"45, 23","Wabash,IN",36.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-22.51335,"45, 23","Wabash,IN",36.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-42.40295,"83, 99","San Bruno,CA",48.0,13 to 16 mph,Showers And Thunderstorms,NaN,NaN,NaN
-25.392000000000003,"50, 48","Brentwood,TN",55.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-27.562400000000004,"99, 45","North Fort Myers,FL",68.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-16.3804,"48, 39","Hicksville,NY",45.0,10 to 15 mph,Mostly Clear,NaN,NaN,NaN
-16.322750000000003,"54, 37","West Babylon,NY",46.0,12 mph,Mostly Clear,NaN,NaN,NaN
-37.2709,"125, 77","Edmonds,WA",33.0,6 to 9 mph,Rain Showers Likely,NaN,NaN,NaN
-39.0683,"177, 52","Apache Junction,AZ",54.0,5 mph,Mostly Clear,NaN,NaN,NaN
-41.8511,"112, 110","Oakley,CA",48.0,9 to 21 mph,Rain Showers,NaN,NaN,NaN
-29.9205,"41, 50","Hutchinson,KS",52.0,12 mph,Cloudy then Patchy Fog,NaN,NaN,NaN
-23.979850000000003,"75, 14","Greenwood,SC",60.0,5 to 9 mph,Partly Cloudy,NaN,NaN,NaN
-22.52935,"19, 69","Richmond,IN",37.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-16.8065,"25, 29","Linden,NJ",45.0,12 mph,Mostly Clear,NaN,NaN,NaN
-37.5554,"121, 47","Puyallup,WA",30.0,6 mph,Chance Rain Showers,NaN,NaN,NaN
-32.4247,"58, 138","Huntsville,TX",66.0,5 mph,Mostly Clear then Patchy Fog,NaN,NaN,NaN
-24.0433,"96, 71","Urbana,IL",34.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-34.37735,"221, 80","Clovis,NM",53.0,10 mph,Patchy Drizzle,NaN,NaN,NaN
-24.6687,"19, 53","Statesboro,GA",65.0,3 to 8 mph,Mostly Clear,NaN,NaN,NaN
-24.6687,"39, 87","Martelle,IA",55.0,10 to 15 mph,Mostly Sunny,NaN,NaN,NaN
-35.2159,"85, 167","Hobbs,NM",59.0,15 mph,Patchy Drizzle,NaN,NaN,NaN
-38.9904,"92, 92","McMinnville,OR",32.0,2 to 6 mph,Slight Chance Rain Showers then Mostly Cloudy,NaN,NaN,NaN
-34.34439999999999,"135, 59","Schertz,TX",66.0,5 mph,Mostly Cloudy,NaN,NaN,NaN
-42.094350000000006,"157, 40","Bell Gardens,CA",55.0,10 to 15 mph,Rain Showers then Rain,NaN,NaN,NaN
-26.2646,"33, 74","Oviedo,FL",70.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-18.8139,"107, 81","Odenton,MD",44.0,12 mph,Mostly Clear,NaN,NaN,NaN
-21.60175,"82, 76","Grove City,OH",38.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-42.3368,"97, 80","Campbell,CA",46.0,9 to 17 mph,Rain Showers,NaN,NaN,NaN
-26.02575,"70, 81","Wentzville,MO",42.0,6 mph,Mostly Cloudy then Chance Rain Showers,NaN,NaN,NaN
-26.02575,"94, 96","Weaver,AL",60.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-14.749150000000004,"60, 71","Woonsocket,RI",38.0,9 mph,Clear,NaN,NaN,NaN
-41.31245,"95, 49","La Quinta,CA",53.0,5 to 15 mph,Chance Rain Showers then Chance Light Rain,NaN,NaN,NaN
-35.9125,"58, 16","Weslaco,TX",70.0,2 to 6 mph,Partly Cloudy,NaN,NaN,NaN
-21.02835,"9, 36","Zanesville,OH",36.0,3 mph,Partly Cloudy,NaN,NaN,NaN
-24.351,"101, 61","Shakopee,MN",32.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-24.351,"101, 61","Shakopee,MN",32.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-24.351,"56, 93","Deer Creek,IL",60.0,9 to 16 mph,Mostly Sunny,NaN,NaN,NaN
-24.351,"56, 93","Deer Creek,IL",60.0,9 to 16 mph,Mostly Sunny,NaN,NaN,NaN
-32.412400000000005,"70, 71","Brighton,CO",35.0,7 mph,Mostly Cloudy,NaN,NaN,NaN
-18.7389,"105, 89","Catonsville,MD",44.0,14 mph,Mostly Clear,NaN,NaN,NaN
-42.30414999999999,"147, 32","Rancho Palos Verdes,CA",52.0,15 to 20 mph,Rain Showers then Rain,NaN,NaN,NaN
-25.3762,"43, 88","Mableton,GA",63.0,5 mph,Mostly Clear,NaN,NaN,NaN
-32.01335,"81, 111","Coppell,TX",67.0,5 mph,Slight Chance Showers And Thunderstorms then Mostly Cloudy,NaN,NaN,NaN
-24.504999999999995,"70, 64","Moline,IL",34.0,10 mph,Mostly Clear,NaN,NaN,NaN
-21.394050000000004,"80, 95","Delaware,OH",36.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-15.916150000000002,"58, 65","Shelton,CT",42.0,8 to 13 mph,Clear,NaN,NaN,NaN
-26.75495,"107, 87","Greenacres,FL",74.0,13 mph,Partly Cloudy then Slight Chance Rain Showers,NaN,NaN,NaN
-16.683699999999998,"28, 35","Kearny,NJ",45.0,13 mph,Mostly Clear,NaN,NaN,NaN
-23.280999999999995,"102, 57","Richmond,KY",42.0,8 mph,Mostly Clear,NaN,NaN,NaN
-35.76525,"104, 144","Spanish Fork,UT",43.0,7 to 12 mph,Chance Light Rain,NaN,NaN,NaN
-17.31455,"72, 18","Wilkes-Barre,PA",39.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-17.764699999999998,"125, 58","Pottsville,PA",38.0,8 mph,Mostly Clear,NaN,NaN,NaN
-22.5552,"52, 12","Marion,IN",37.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-24.96695,"111, 91","Cedar Falls,IA",33.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-22.897150000000003,"63, 85","Buffalo Grove,IL",39.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-18.56955,"27, 8","Jamestown,NY",34.0,7 mph,Mostly Cloudy,NaN,NaN,NaN
-18.721750000000004,"104, 91","Woodlawn,MD",43.0,14 mph,Mostly Clear,NaN,NaN,NaN
-26.760150000000003,"103, 90","Royal Palm Beach,FL",72.0,13 mph,Partly Cloudy then Slight Chance Rain Showers,NaN,NaN,NaN
-22.7416,"35, 34","Covington,KY",40.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-16.062299999999997,"65, 47","Coram,NY",45.0,12 mph,Mostly Clear,NaN,NaN,NaN
-32.8434,"71, 86","Friendswood,TX",68.0,5 mph,Partly Cloudy then Patchy Fog,NaN,NaN,NaN
-14.333700000000004,"67, 95","Woburn,MA",39.0,10 mph,Clear,NaN,NaN,NaN
-26.7519,"101, 93","The Acreage,FL",72.0,13 mph,Partly Cloudy,NaN,NaN,NaN
-15.214299999999998,"20, 74","Holyoke,MA",38.0,9 mph,Clear,NaN,NaN,NaN
-41.8133,"46, 75","Montclair,CA",52.0,5 to 10 mph,Rain Showers Likely then Light Rain,NaN,NaN,NaN
-37.706100000000006,"40, 42","Cedar City,UT",41.0,21 to 26 mph,Chance Light Rain,NaN,NaN,NaN
-37.706100000000006,"40, 42","Cedar City,UT",41.0,21 to 26 mph,Chance Light Rain,NaN,NaN,NaN
-37.706100000000006,"103, 95","Tolani Lake,AZ",67.0,16 to 24 mph,Sunny,NaN,NaN,NaN
-37.706100000000006,"103, 95","Tolani Lake,AZ",67.0,16 to 24 mph,Sunny,NaN,NaN,NaN
-42.0021,"160, 45","San Gabriel,CA",53.0,10 to 15 mph,Rain Showers then Rain,NaN,NaN,NaN
-27.078450000000004,"110, 59","Hallandale Beach,FL",75.0,16 to 21 mph,Slight Chance Rain Showers,NaN,NaN,NaN
-23.0509,"50, 87","Crystal Lake,IL",36.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-41.40475,"28, 41","Calexico,CA",57.0,10 to 15 mph,Mostly Clear,NaN,NaN,NaN
-38.64365,"110, 98","Lake Oswego,OR",34.0,3 to 7 mph,Slight Chance Rain Showers then Areas Of Frost,NaN,NaN,NaN
-29.806850000000004,"63, 85","Muskogee,OK",59.0,5 mph,Mostly Cloudy then Slight Chance Showers And Thunderstorms,NaN,NaN,NaN
-23.2339,"59, 60","Romeoville,IL",37.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-27.05305,"83, 101","Plant City,FL",68.0,7 mph,Partly Cloudy,NaN,NaN,NaN
-14.3183,"72, 92","Chelsea,MA",42.0,14 mph,Clear,NaN,NaN,NaN
-35.438500000000005,"96, 194","Roy,UT",39.0,2 to 14 mph,Light Rain,NaN,NaN,NaN
-32.98265000000001,"92, 86","Security-Widefield,CO",35.0,0 to 5 mph,Mostly Cloudy,NaN,NaN,NaN
-25.08925,"51, 103","Milton,GA",62.0,5 mph,Mostly Clear,NaN,NaN,NaN
-37.25155,"132, 62","Issaquah,WA",31.0,2 to 6 mph,Rain Showers Likely,NaN,NaN,NaN
-68.31225,"147, 147","Waipahu,HI",71.0,10 to 14 mph,Scattered Rain Showers,NaN,NaN,NaN
-18.57165,"115, 92","Essex,MD",44.0,14 mph,Mostly Clear,NaN,NaN,NaN
-29.6048,"42, 130","Bartlesville,OK",56.0,5 mph,Mostly Cloudy then Slight Chance Showers And Thunderstorms,NaN,NaN,NaN
-32.09075,"89, 95","Lancaster,TX",65.0,5 mph,Mostly Cloudy,NaN,NaN,NaN
-23.078450000000004,"56, 78","Streamwood,IL",38.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-27.3498,"51, 63","Germantown,TN",60.0,5 mph,Patchy Fog,NaN,NaN,NaN
-18.76705,"115, 77","Annapolis,MD",45.0,15 mph,Mostly Clear,NaN,NaN,NaN
-23.1063,"57, 73","Carol Stream,IL",38.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-23.1063,"49, 43","Booneville,KY",72.0,7 mph,Sunny,NaN,NaN,NaN
-22.04855,"32, 49","Asheboro,NC",50.0,9 mph,Mostly Clear,NaN,NaN,NaN
-33.0553,"102, 195","Kalispell,MT",0.0,10 to 18 mph,Mostly Cloudy,NaN,NaN,NaN
-22.6208,"117, 80","Mooresville,NC",53.0,9 mph,Mostly Clear,NaN,NaN,NaN
-27.9152,"106, 72","Crestview,FL",64.0,5 mph,Mostly Clear,NaN,NaN,NaN
-26.586400000000005,"17, 63","Horizon West,FL",70.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-36.07405,"77, 75","Moses Lake,WA",26.0,12 to 15 mph,Slight Chance Rain And Snow then Mostly Cloudy,NaN,NaN,NaN
-19.67515,"62, 89","New Castle,PA",36.0,3 mph,Partly Cloudy,NaN,NaN,NaN
-27.442950000000003,"49, 58","Olive Branch,MS",60.0,5 mph,Patchy Fog,NaN,NaN,NaN
-23.33595,"80, 76","Frankfort,KY",42.0,6 mph,Partly Cloudy,NaN,NaN,NaN
-32.53375,"63, 68","Northglenn,CO",36.0,7 mph,Mostly Cloudy,NaN,NaN,NaN
-19.789200000000005,"113, 55","Warren,OH",35.0,2 to 8 mph,Partly Cloudy,NaN,NaN,NaN
-32.13335,"84, 97","Duncanville,TX",66.0,5 mph,Mostly Cloudy,NaN,NaN,NaN
-32.17275000000001,"74, 106","Hurst,TX",67.0,5 mph,Slight Chance Showers And Thunderstorms then Mostly Cloudy,NaN,NaN,NaN
-26.59285,"13, 67","Clermont,FL",68.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-22.896600000000003,"64, 83","Wheeling,IL",39.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-16.560149999999997,"32, 40","Fort Lee,NJ",45.0,14 mph,Mostly Clear,NaN,NaN,NaN
-42.43345,"81, 98","Pacifica,CA",47.0,15 to 22 mph,Showers And Thunderstorms,NaN,NaN,NaN
-26.71975,"110, 87","Lake Worth,FL",75.0,18 mph,Partly Cloudy,NaN,NaN,NaN
-25.07205,"65, 59","Lebanon,TN",54.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-27.36615,"99, 46","Kendall West,FL",72.0,12 mph,Partly Cloudy,NaN,NaN,NaN
-27.12005,"69, 108","Land O' Lakes,FL",68.0,7 mph,Partly Cloudy,NaN,NaN,NaN
-35.84885,"93, 155","Eagle Mountain,UT",44.0,16 mph,Cloudy then Light Rain Likely,NaN,NaN,NaN
-27.585450000000005,"61, 32","Oxford,MS",62.0,0 to 5 mph,Patchy Fog,NaN,NaN,NaN
-33.138000000000005,"48, 87","Rosenberg,TX",67.0,5 mph,Mostly Clear then Patchy Fog,NaN,NaN,NaN
-42.05875,"97, 113","Martinez,CA",47.0,9 to 14 mph,Showers And Thunderstorms,NaN,NaN,NaN
-35.6848,"102, 156","Pleasant Grove,UT",43.0,14 mph,Chance Light Rain,NaN,NaN,NaN
-42.14585,"61, 12","La Presa,CA",56.0,5 to 15 mph,Chance Rain Showers then Light Rain Likely,NaN,NaN,NaN
-42.14585,"30, 65","Rossmoor,CA",56.0,5 to 15 mph,Rain Showers Likely then Light Rain,NaN,NaN,NaN
-22.12675,"46, 72","Huber Heights,OH",39.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-16.42035,"47, 37","East Meadow,NY",46.0,10 to 15 mph,Mostly Clear,NaN,NaN,NaN
-22.487,"80, 69","Menomonee Falls,WI",37.0,0 to 5 mph,Partly Cloudy,NaN,NaN,NaN
-32.66005,"52, 89","Granbury,TX",66.0,0 to 5 mph,Mostly Cloudy,NaN,NaN,NaN
-32.2206,"86, 86","Waxahachie,TX",66.0,5 mph,Mostly Cloudy,NaN,NaN,NaN
-32.98545,"54, 94","Mission Bend,TX",69.0,5 mph,Mostly Clear then Patchy Fog,NaN,NaN,NaN
-19.517299999999995,"78, 85","Butler,PA",35.0,3 mph,Partly Cloudy,NaN,NaN,NaN
-25.973650000000003,"77, 22","Albertville,AL",60.0,0 to 5 mph,Mostly Clear,NaN,NaN,NaN
-25.973650000000003,"77, 22","Albertville,AL",60.0,0 to 5 mph,Mostly Clear,NaN,NaN,NaN
-25.973650000000003,"196, 11","Oakes,ND",24.0,15 mph,Mostly Cloudy,NaN,NaN,NaN
-25.973650000000003,"196, 11","Oakes,ND",24.0,15 mph,Mostly Cloudy,NaN,NaN,NaN
-23.4796,"36, 26","London,KY",44.0,6 mph,Mostly Clear,NaN,NaN,NaN
-27.24425,"68, 99","Egypt Lake-Leto,FL",70.0,7 mph,Partly Cloudy,NaN,NaN,NaN
-24.055650000000004,"119, 64","Cottage Grove,MN",32.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-68.1738,"158, 147","Kailua,HI",71.0,17 mph,Chance Rain Showers,NaN,NaN,NaN
-25.40775,"66, 82","St. Marys,GA",65.0,7 mph,Mostly Clear,NaN,NaN,NaN
-19.86495,"47, 80","Mechanicsville,VA",46.0,8 to 15 mph,Clear,NaN,NaN,NaN
-32.5291,"65, 85","Cleburne,TX",66.0,5 mph,Mostly Cloudy,NaN,NaN,NaN
-16.51985,"43, 33","Valley Stream,NY",47.0,12 to 16 mph,Mostly Clear,NaN,NaN,NaN
-23.0814,"57, 76","Hanover Park,IL",38.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-16.52445,"111, 82","Oswego,NY",38.0,14 to 17 mph,Mostly Clear,NaN,NaN,NaN
-38.62559999999999,"113, 94","Oregon City,OR",34.0,5 mph,Slight Chance Rain Showers then Widespread Frost,NaN,NaN,NaN
-37.64795,"116, 46","Parkland,WA",29.0,7 mph,Chance Rain Showers,NaN,NaN,NaN
-39.88825,"91, 105","Pahrump,NV",47.0,17 mph,Mostly Cloudy then Chance Rain Showers,NaN,NaN,NaN
-23.0834,"52, 82","Carpentersville,IL",37.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-41.82045,"59, 53","Wildomar,CA",52.0,10 to 15 mph,Rain Showers Likely then Light Rain Likely,NaN,NaN,NaN
-22.5216,"84, 60","Greenfield,WI",39.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-14.399150000000002,"75, 83","Braintree,MA",41.0,13 mph,Clear,NaN,NaN,NaN
-24.5564,"66, 63","Rock Island,IL",36.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-27.3988,"102, 41","South Miami Heights,FL",72.0,12 mph,Partly Cloudy,NaN,NaN,NaN
-35.980850000000004,"51, 17","San Juan,TX",70.0,2 to 6 mph,Partly Cloudy,NaN,NaN,NaN
-22.7963,"91, 60","Portage,IN",37.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-27.090350000000004,"110, 58","Aventura,FL",75.0,16 to 20 mph,Slight Chance Rain Showers,NaN,NaN,NaN
-29.7723,"46, 110","Owasso,OK",59.0,5 to 10 mph,Cloudy then Chance Showers And Thunderstorms,NaN,NaN,NaN
-16.21955,"56, 44","Commack,NY",45.0,10 to 14 mph,Mostly Clear,NaN,NaN,NaN
-23.757250000000003,"46, 79","New Albany,IN",44.0,6 mph,Partly Cloudy,NaN,NaN,NaN
-28.1525,"130, 68","Meridian,MS",63.0,0 to 5 mph,Mostly Clear then Patchy Fog,NaN,NaN,NaN
-27.3767,"57, 99","Dunedin,FL",68.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-26.28315,"127, 41","Phenix City,AL",64.0,5 mph,Patchy Fog,NaN,NaN,NaN
-23.03855,"62, 74","Addison,IL",39.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-25.93635,"90, 65","Oakville,MO",43.0,6 mph,Mostly Cloudy then Chance Rain Showers,NaN,NaN,NaN
-25.17925,"56, 90","Tucker,GA",63.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-42.29575,"133, 58","Moorpark,CA",50.0,5 to 10 mph,Rain Showers then Rain,NaN,NaN,NaN
-24.20355,"107, 66","Richfield,MN",33.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-41.91355,"164, 47","Monrovia,CA",52.0,10 mph,Rain Showers then Rain,NaN,NaN,NaN
-35.67865,"95, 170","Kearns,UT",42.0,7 to 20 mph,Mostly Cloudy then Light Rain,NaN,NaN,NaN
-22.5103,"88, 57","Oak Creek,WI",40.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-22.5103,"88, 50","Coal Run Village,KY",40.0,2 mph,Clear,NaN,NaN,NaN
-20.46895,"61, 28","Lincoln Park,MI",38.0,6 mph,Partly Cloudy,NaN,NaN,NaN
-41.7947,"174, 44","Claremont,CA",50.0,10 to 15 mph,Rain Showers then Rain,NaN,NaN,NaN
-23.3269,"51, 62","Oswego,IL",36.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-34.6086,"156, 90","Post Falls,ID",16.0,14 mph,Partly Cloudy,NaN,NaN,NaN
-25.58845,"44, 70","Peachtree City,GA",63.0,0 to 5 mph,Partly Cloudy,NaN,NaN,NaN
-41.75355,"64, 51","French Valley,CA",51.0,10 to 15 mph,Rain Showers Likely then Light Rain Likely,NaN,NaN,NaN
-30.806050000000003,"117, 87","Shawnee,OK",60.0,8 mph,Cloudy then Patchy Fog,NaN,NaN,NaN
-30.61155,"21, 71","Gillette,WY",22.0,9 to 20 mph,Mostly Cloudy,NaN,NaN,NaN
-35.88445,"84, 166","Tooele,UT",42.0,23 to 32 mph,Light Rain,NaN,NaN,NaN
-38.8565,"102, 87","Woodburn,OR",31.0,5 mph,Mostly Cloudy then Areas Of Frost,NaN,NaN,NaN
-14.403700000000004,"67, 90","Watertown Town,MA",41.0,10 mph,Clear,NaN,NaN,NaN
-22.96855,"78, 60","Calumet City,IL",39.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-42.07675,"43, 50","San Juan Capistrano,CA",56.0,10 to 20 mph,Rain Showers Likely then Light Rain,NaN,NaN,NaN
-41.3304,"46, 71","Foothill Farms,CA",49.0,9 to 18 mph,Rain,NaN,NaN,NaN
-16.502250000000004,"42, 35","Elmont,NY",47.0,13 to 16 mph,Mostly Clear,NaN,NaN,NaN
-22.562500000000004,"84, 57","Franklin,WI",38.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-41.977900000000005,"161, 45","Temple City,CA",53.0,10 mph,Rain Showers then Rain,NaN,NaN,NaN
-39.368300000000005,"149, 64","El Mirage,AZ",52.0,5 mph,Mostly Clear,NaN,NaN,NaN
-26.48845,"28, 61","Meadow Woods,FL",70.0,10 mph,Partly Cloudy,NaN,NaN,NaN
-25.26895,"58, 50","La Vergne,TN",54.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-18.13565,"33, 49","Middletown,DE",44.0,10 mph,Mostly Clear,NaN,NaN,NaN
-20.589649999999995,"68, 77","Mount Pleasant,MI",29.0,3 mph,Mostly Clear,NaN,NaN,NaN
-27.2286,"67, 101","Carrollwood,FL",69.0,7 mph,Partly Cloudy,NaN,NaN,NaN
-28.91125,"39, 47","Junction City,KS",49.0,10 mph,Mostly Cloudy then Slight Chance Rain Showers,NaN,NaN,NaN
-24.11745,"114, 64","Inver Grove Heights,MN",32.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-18.71505,"102, 94","Randallstown,MD",43.0,15 mph,Mostly Clear,NaN,NaN,NaN
-42.09985,"156, 40","Bell,CA",55.0,10 to 15 mph,Rain Showers then Rain,NaN,NaN,NaN
-26.646500000000003,"109, 94","Riviera Beach,FL",74.0,18 mph,Partly Cloudy,NaN,NaN,NaN
-21.521600000000003,"81, 83","Upper Arlington,OH",38.0,7 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-41.09139999999999,"57, 78","Auburn,CA",42.0,10 to 18 mph,Rain,NaN,NaN,NaN
-23.3382,"50, 64","Plainfield,IN",40.0,9 mph,Partly Cloudy,NaN,NaN,NaN
-42.18005,"151, 39","Westmont,CA",57.0,10 to 15 mph,Rain Showers then Rain,NaN,NaN,NaN
-37.168400000000005,"121, 101","Oak Harbor,WA",32.0,5 to 8 mph,Rain And Snow Showers Likely,NaN,NaN,NaN
-18.9625,"94, 82","Olney,MD",42.0,13 mph,Mostly Clear,NaN,NaN,NaN
-42.25385,"147, 38","Manhattan Beach,CA",55.0,10 to 15 mph,Rain Showers then Rain,NaN,NaN,NaN
-16.4183,"30, 54","New City,NY",42.0,13 mph,Mostly Clear,NaN,NaN,NaN
-18.689900000000005,"102, 96","Owings Mills,MD",42.0,15 mph,Mostly Clear,NaN,NaN,NaN
-32.689750000000004,"77, 93","La Porte,TX",70.0,5 mph,Mostly Clear,NaN,NaN,NaN
-32.673700000000004,"62, 56","Englewood,CO",40.0,13 mph,Mostly Cloudy,NaN,NaN,NaN
-20.2867,"79, 52","Brunswick,OH",38.0,8 mph,Partly Cloudy,NaN,NaN,NaN
-25.40025,"47, 82","East Point,GA",64.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-26.13245,"27, 90","DeLand,FL",70.0,5 to 10 mph,Slight Chance Rain Showers,NaN,NaN,NaN
-42.060950000000005,"98, 111","Pleasant Hill,CA",48.0,9 to 15 mph,Showers And Thunderstorms,NaN,NaN,NaN
-22.92345,"86, 54","Merrillville,IN",35.0,5 mph,Partly Cloudy,NaN,NaN,NaN
-20.12895,"93, 50","Stow,OH",36.0,5 to 8 mph,Partly Cloudy,NaN,NaN,NaN
-41.1089,"55, 28","San Luis,AZ",56.0,5 to 10 mph,Partly Cloudy,NaN,NaN,NaN
-25.22365,"27, 117","Calhoun,GA",60.0,0 to 5 mph,Partly Cloudy,NaN,NaN,NaN
-42.3493,"91, 90","Menlo Park,CA",48.0,13 to 21 mph,Showers And Thunderstorms,NaN,NaN,NaN
