lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
"32.836602,-79.956983",32.836602,-79.956983,"Charleston,SC",7/6/2022 13:00,28,na,68.5,4.7,na,na,28
"37.256069,-93.299692",37.256069,-93.299692,"Springfield,MA",11/7/2022 20:00,38,na,58,na,31.2,18,38
"42.9633599,-85.6680863",42.9633599,-85.6680863,"Grand Rapids,MI",11/7/2022 21:00,48,4.2,69,11.2,9.6,17,48
"42.642253,-73.754576",42.642253,-73.754576,"Albany,NY",11/7/2022 21:00,18,2.3,56,na,2,na,18
"35.9803,-83.9306",35.9803,-83.9306,"Knoxville,TN",11/7/2022 21:00,42,na,75,na,na,na,42
"35.35662,-119.06261",35.35662,-119.06261,"Bakersfield,CA",11/7/2022 18:00,18,na,76,8.8,18.4,8,14
"41.206402,-111.975197",41.206402,-111.975197,"Ogden,UT",11/7/2022 19:00,19,1.6,32,13,19.2,na,15
"30.46198,-91.17922",30.46198,-91.17922,"Baton Rouge,LA",11/7/2022 20:00,52,4.9,79,18.8,6.4,13,52
"41.063526,-81.468956",41.063526,-81.468956,"Akron,OH",11/7/2022 21:00,43,na,49,na,na,na,43
"41.3011,-72.9028",41.3011,-72.9028,"New Haven,CT",11/7/2022 21:00,17,1,35.5,1.9,17.1,11,15
"35.65188,-87.0096",35.65188,-87.0096,"Columbia,SC",11/7/2022 20:00,21,na,96,na,na,na,21
"33.410277777778,-111.865",33.41027778,-111.865,"Mesa,AZ",11/7/2022 19:00,47,6.7,22,na,6.4,30,47
"28.053611111111,-80.628611111111",28.05361111,-80.62861111,"Palm Bay,FL",11/7/2022 20:00,35,na,61,na,16.7,24,35
"40.253502,-111.6632",40.253502,-111.6632,"Provo,UT",11/7/2022 19:00,19,1.6,32,13,19.2,na,15
"42.263877,-71.794186",42.263877,-71.794186,"Worcester,MA",11/7/2022 21:00,30,2.3,35,1.9,29.6,na,5
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,SC",11/7/2022 20:00,25,na,100,na,na,na,25
"37.7011,-97.3139",37.7011,-97.3139,"Wichita,KS",11/7/2022 20:00,26,na,52,2.7,25.6,21,23
"41.644067,-83.54625",41.644067,-83.54625,"Toledo,OH",11/7/2022 21:00,48,na,43,na,na,na,48
"40.63306,-74.137156",40.63306,-74.137156,"Staten Island,NY",11/7/2022 21:00,14,na,26,na,12.8,na,14
"41.603056,-93.643056",41.603056,-93.643056,"Des Moines,IA",11/7/2022 20:00,16,na,50,7.1,29.6,na,16
"33.7924,-118.17525",33.7924,-118.17525,"Long Beach,CA",5/5/2022 14:00,56,na,47,na,na,na,56
"33.2190564,-97.1962872",33.2190564,-97.1962872,"Denton,TX",11/7/2022 20:00,14,na,95.3,4.9,13.6,na,9
"43.07378,-89.43595",43.07378,-89.43595,"Madison,WI",11/7/2022 20:00,24,na,59,na,19.4,11,24
"40.246992,-76.846988",40.246992,-76.846988,"Harrisburg,PA",11/7/2022 20:00,16,na,18,8.4,20,11,16
"34.7561,-92.2758",34.7561,-92.2758,"Little Rock,AR",11/7/2022 20:00,24,na,77,na,19.2,na,24
"37.793635,-122.263356",37.793635,-122.263356,"Oakland,CA",11/7/2022 18:00,21,3.4,70,10.7,na,na,21
"35.9919,-78.8964",35.9919,-78.8964,"Durham,NC",11/7/2022 21:00,38,na,90.6,na,na,25,38
"36.1106,-80.2267",36.1106,-80.2267,"Winston-Salem,NC",11/7/2022 21:00,30,na,64,3.7,37.6,14,30
"26.27,-81.710833333333",26.27,-81.71083333,"Bonita Springs,FL",11/7/2022 20:00,35,na,48,na,13.5,15,35
"35.0508,-85.2931",35.0508,-85.2931,"Chattanooga,TN",11/7/2022 21:00,43,na,81,na,na,na,43
"47.69983,-117.42631",47.69983,-117.42631,"Spokane,WA",11/7/2022 20:00,35,na,89,na,na,na,35
"43.052351,-76.059185",43.052351,-76.059185,"Syracuse,NY",11/7/2022 21:00,23,na,55,na,17.6,na,23
"34.66959,-118.13068",34.66959,-118.13068,"Lancaster,PA",11/7/2022 18:00,27,na,62,1.9,27.2,4,9
"32.6563574,-97.0885849",32.6563574,-97.0885849,"Arlington,TX",11/7/2022 21:00,3,na,88,15.3,3.2,na,na
"37.95075,-121.26897",37.95075,-121.26897,"Stockton,CA",11/5/2021 10:00,42,2.4,55,6.5,16.8,15,42
"33.433349,-82.022217",33.433349,-82.022217,"Augusta,GA",11/7/2022 20:00,45,na,83,na,na,19,45
"43.618889,-116.213611",43.618889,-116.213611,"Boise,ID",10/26/2022 7:00,8,6.9,66.6,17.6,48.1,8,5
"34.25238,-119.14318",34.25238,-119.14318,"Oxnard,CA",11/7/2022 18:00,24,na,90,1.9,24.1,5,13
"41.4428,-75.6231",41.4428,-75.6231,"Scranton,PA",11/7/2022 20:00,15,3.4,38.5,4.7,28.9,14,15
"37.64217,-120.99421",37.64217,-120.99421,"Modesto,CA",11/7/2022 18:00,26,1.2,50,na,25.6,15,5
"44.044306,-79.48325",44.044306,-79.48325,"Aurora,CO",11/7/2022 20:00,17,na,72,2.8,12.8,na,17
"41.095938,-80.658467",41.095938,-80.658467,"Youngstown,OH",10/14/2021 12:00,48,na,68,na,na,na,48
"35.041401,-78.953102",35.041401,-78.953102,"Fayetteville,AR",11/7/2022 21:00,5,na,78,na,na,2,5
"33.83061,-117.9385",33.83061,-117.9385,"Anaheim,CA",11/7/2022 18:00,0,4.5,94,12.3,0.1,1,3
"34.51096,-117.32555",34.51096,-117.32555,"Victorville,CA",11/7/2022 18:00,19,na,75.5,3.8,19.2,9,9
"34.66959,-118.13068",34.66959,-118.13068,"Lancaster,CA",11/7/2022 18:00,27,na,62,1.9,27.2,4,9
"36.1092,-79.8011",36.1092,-79.8011,"Greensboro,NC",11/7/2022 20:00,11,na,87.5,na,na,11,9
"27.8118142,-97.4657005",27.8118142,-97.4657005,"Corpus Christi,TX",11/7/2022 19:00,19,na,97,na,na,na,19
"41.094965,-85.101816",41.094965,-85.101816,"Fort Wayne,IN",9/30/2021 8:00,27,na,47,na,15.2,na,27
"33.83061,-117.9385",33.83061,-117.9385,"Santa Ana,CA",11/7/2022 18:00,0,4.5,94,12.3,0.1,1,3
"43.0125274,-83.6874562",43.0125274,-83.6874562,"Flint,MI",11/7/2022 21:00,34,na,64,na,0.8,na,34
"35.041401,-78.953102",35.041401,-78.953102,"Fayetteville,NC",11/7/2022 21:00,5,na,78,na,na,2,5
"32.329111,-90.182722",32.329111,-90.182722,"Jackson,MS",11/7/2022 20:00,45,1.2,84.5,na,14.5,17,45
"14.307201385498,121.11041259766",14.30720139,121.1104126,"Santa Rosa,CA",10/6/2022 10:00,8,na,67,10.6,8.2,na,na
"42.76138,-84.562867",42.76138,-84.562867,"Lansing,MI",11/5/2022 2:00,52,na,55,1,32.8,na,52
"18.428388,-66.141657",18.428388,-66.141657,"San Juan,PR",11/7/2022 21:00,-,na,92.2,na,na,na,43
"38.065,-84.5",38.065,-84.5,"Lexington,KY",11/7/2022 21:00,16,na,35,na,na,na,16
"36.0487,-115.05294",36.0487,-115.05294,"Henderson,NV",5/18/2021 5:00,24,0.1,25.7,8.1,15.5,24,24
"34.6917,-86.591698",34.6917,-86.591698,"Huntsville,AL",11/7/2022 20:00,35,na,93,na,na,na,35
"30.7697,-88.0875",30.7697,-88.0875,"Mobile,AL",11/7/2022 20:00,29,na,69.2,na,na,na,29
"40.571281,-105.079974",40.571281,-105.079974,"Fort Collins,CO",11/7/2022 19:00,50,1.9,66,na,8,32,50
"35.6075,-82.5833",35.6075,-82.5833,"Asheville,NC",11/7/2022 21:00,13,na,86.5,na,na,na,13
"34.38337,-118.52839",34.38337,-118.52839,"Santa Clarita,CA",11/7/2022 18:00,22,0.1,91,4.6,21.6,na,14
"44.9594,-93.0356",44.9594,-93.0356,"St. Paul,MN",11/7/2022 20:00,21,na,60,na,na,na,21
"38.0112,-121.813",38.0112,-121.813,"Antioch,CA",11/5/2020 11:00,27,na,42.2,na,na,na,27
"28.028888888889,-81.972222222222",28.02888889,-81.97222222,"Lakeland,FL",11/7/2022 20:00,24,2.5,89.4,1,13,20,24
"40.28308,-74.74264",40.28308,-74.74264,"Trenton,NJ",11/7/2022 21:00,35,na,35,0.1,27.2,na,35
"40.812558,-96.675733",40.812558,-96.675733,"Lincoln,NE",11/7/2022 20:00,9,na,39.6,na,na,na,9
"37.256069,-93.299692",37.256069,-93.299692,"Springfield,MO",11/7/2022 20:00,38,na,58,na,31.2,18,38
"61.1744921,-149.8344237",61.1744921,-149.8344237,"Anchorage,AK",11/7/2022 15:00,16,na,69.6,na,na,16,na
"55.614578,-4.666786",55.614578,-4.666786,"Irvine,CA",11/8/2022 0:00,6,na,86,0.9,na,6,23
"41.530011,-90.587611",41.530011,-90.587611,"Davenport,IA",11/7/2022 19:00,36,0.1,69.5,na,19.2,36,32
"42.267002,-89.08917",42.267002,-89.08917,"Rockford,IL",11/7/2022 20:00,37,na,52,na,na,na,37
"40.72102,-74.1928",40.72102,-74.1928,"Newark,NJ",9/26/2022 6:00,26,1.2,92.5,15.8,6.4,na,26
"41.6967,-86.2147",41.6967,-86.2147,"South Bend,IN",11/7/2022 21:00,35,na,82.5,1.1,18.4,na,35
"32.53626,-93.74891",32.53626,-93.74891,"Shreveport,LA",11/7/2022 20:00,55,na,83,na,6.4,15,55
"32.090457,-81.130378",32.090457,-81.130378,"Savannah,GA",11/7/2022 20:00,39,na,77,na,na,23,39
"32.7101770008584,-117.142665",32.710177,-117.142665,"Chula Vista,CA",11/7/2022 18:00,18,na,74.5,na,18.4,6,10
"44.0263,-123.08377",44.0263,-123.08377,"Eugene,OR",11/7/2022 18:00,9,na,80,na,na,na,9
"40.800797,-81.372853",40.800797,-81.372853,"Canton,OH",11/7/2022 21:00,26,na,52,na,na,na,26
"33.58553,-101.78698",33.58553,-101.78698,"Lubbock,TX",11/7/2022 19:00,7,na,73.6,na,na,na,7
"51.4529847075166,-0.944461432664066",51.45298471,-0.944461433,"Reading,PA",11/7/2022 23:00,24,na,90.6,5.3,23.6,11,9
"44.943114,-123.005934",44.943114,-123.005934,"Salem,OR",11/7/2022 18:00,7,na,99,na,na,na,7
"27.785833333333,-82.74",27.78583333,-82.74,"St. Petersburg,FL",9/27/2022 6:00,7,na,95,2.8,6.5,18,39
"30.2175,-92.051389",30.2175,-92.051389,"Lafayette,LA",11/7/2022 20:00,36,na,88,na,6.4,11,36
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Jersey City,NJ",11/7/2022 21:00,18,4.8,21.5,16.6,98.1,na,18
"37.936,-122.0262",37.936,-122.0262,"Concord,NC",11/7/2022 18:00,25,2.4,73,1.1,24.8,na,9
"40.002734,-82.994404",40.002734,-82.994404,"Columbus,GA",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"-41.162,147.515",-41.162,147.515,"Scottsdale,AZ",11/8/2022 12:00,5,na,43,na,na,3,5
"30.439722222222,-84.346388888889",30.43972222,-84.34638889,"Tallahassee,FL",11/7/2022 20:00,45,1,60,na,10.2,na,45
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Peoria,IL",11/7/2022 19:00,22,12.3,25,36.2,22.4,18,18
"39.7394,-75.5581",39.7394,-75.5581,"Wilmington,NC",11/7/2022 21:00,36,3.4,54,na,18.4,na,36
"32.4069,-86.2564",32.4069,-86.2564,"Montgomery,AL",11/7/2022 20:00,25,na,80,na,na,na,25
"33.410277777778,-111.865",33.41027778,-111.865,"Gilbert,AZ",11/7/2022 19:00,47,6.7,22,na,6.4,30,47
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Glendale,AZ",11/7/2022 19:00,22,12.3,25,36.2,22.4,18,18
"36.19126,-115.12293",36.19126,-115.12293,"North Las Vegas,NV",2/8/2020 19:00,7,0.1,na,6.6,7.4,24,21
"46.21835,-119.20152",46.21835,-119.20152,"Kennewick,WA",11/7/2022 20:00,8,na,97,na,na,8,5
"32.8200608,-96.8601165",32.8200608,-96.8601165,"Irving,TX",11/7/2022 21:00,10,2.3,91.5,7.9,9.6,15,9
"36.33252,-119.29095",36.33252,-119.29095,"Visalia,CA",12/15/2021 9:00,30,na,79,6.5,15.2,7,30
"36.1397,-115.17565",36.1397,-115.17565,"Paradise,NV",5/18/2021 5:00,40,0.1,32.5,6.3,11.8,33,40
"32.6563574,-97.0885849",32.6563574,-97.0885849,"Arlington,VA",11/7/2022 21:00,3,na,88,15.3,3.2,na,na
"25.794722222222,-80.215555555556",25.79472222,-80.21555556,"Hialeah,FL",11/7/2022 20:00,34,1.9,88,na,13,19,34
"53.951889,-1.075861",53.951889,-1.075861,"York,PA",11/8/2022 2:00,17,3.2,79.2,1.9,21,12,17
"38.0133,-87.5772",38.0133,-87.5772,"Evansville,IN",11/7/2022 20:00,23,na,37,3.8,23.3,22,22
"41.9136,-87.7239",41.9136,-87.7239,"Avondale,AZ",11/7/2022 20:00,26,na,64,na,na,na,26
"25.8925176,-97.4938295",25.8925176,-97.4938295,"Brownsville,TX",na,-,na,94,na,na,na,na
"30.39,-89.0497",30.39,-89.0497,"Gulfport,MS",11/7/2022 20:00,40,na,94,na,na,na,40
"44.30738,-88.39509",44.30738,-88.39509,"Appleton,WI",11/7/2022 20:00,25,na,65.6,na,18.1,na,25
"47.592675,-122.62739",47.592675,-122.62739,"Bremerton,WA",11/7/2022 20:00,25,na,98,na,na,na,25
"35.73,-81.37",35.73,-81.37,"Hickory,NC",11/7/2022 21:00,38,na,93,na,na,na,38
"47.22634,-122.46256",47.22634,-122.46256,"Tacoma,WA",11/7/2022 20:00,21,na,96,25.8,na,na,21
"19.409853333333,-98.150011111111",19.40985333,-98.15001111,"San Bernardino,CA",11/7/2022 20:00,60,3.5,48,9.7,19.5,24,60
"42.2917069,-85.5872286",42.2917069,-85.5872286,"Kalamazoo,MI",11/7/2022 21:00,51,na,69,na,na,na,51
"34.21014,-118.8705",34.21014,-118.8705,"Thousand Oaks,CA",11/7/2022 18:00,26,na,86,na,26.4,na,17
"37.28342,-79.88452",37.28342,-79.88452,"Roanoke,VA",11/7/2022 21:00,17,0.1,40.5,1.2,15.5,na,17
"46.933601,-96.854698",46.933601,-96.854698,"Fargo,ND",11/7/2022 19:00,35,na,59,6.8,9.6,na,35
"44.50729,-87.99344",44.50729,-87.99344,"Green Bay,WI",11/7/2022 20:00,10,na,63,na,18.1,na,10
"36.10638,-115.25333",36.10638,-115.25333,"Spring Valley,NV",5/18/2021 5:00,23,0.1,28.7,6.3,9,19,23
"45.496640911,-122.60287735",45.49664091,-122.6028774,"Portland,ME",11/7/2022 17:00,24,1.2,94.5,3.6,23.8,na,9
"34.42775,-119.69091",34.42775,-119.69091,"Santa Barbara,CA",11/7/2022 18:00,34,na,33,na,17.6,6,34
"29.566111111111,-82.266111111111",29.56611111,-82.26611111,"Gainesville,FL",11/7/2022 20:00,22,na,61,na,11.4,na,22
"47.029396,-122.821548",47.029396,-122.821548,"Olympia,WA",11/7/2022 20:00,9,na,96,na,20,na,9
"37.76595,-122.39902",37.76595,-122.39902,"Frisco,TX",11/7/2022 18:00,26,2.7,79,4.7,25.6,na,9
"40.867985,-73.87808",40.867985,-73.87808,"Yonkers,NY",11/7/2022 20:00,27,1.2,31,15.2,30.4,na,27
"52.614193,1.301976",52.614193,1.301976,"Norwich,CT",11/8/2022 2:00,30,na,92,1.1,28,12,30
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Glendale,CA",11/7/2022 19:00,22,12.3,25,36.2,22.4,18,18
"44.044306,-79.48325",44.044306,-79.48325,"Aurora,IL",11/7/2022 20:00,17,na,72,2.8,12.8,na,17
"33.411111111111,-111.93472222222",33.41111111,-111.9347222,"Tempe,AZ",11/7/2022 19:00,51,na,39.5,na,1.6,51,50
"36.14187,-115.07874",36.14187,-115.07874,"Sunrise Manor,NV",5/18/2021 5:00,21,0.1,30,8.1,13,19,21
"36.69426,-121.62327",36.69426,-121.62327,"Salinas,CA",11/7/2022 18:00,27,1.2,58,2.8,27.2,na,9
"41.5503,-73.0442",41.5503,-73.0442,"Waterbury,CT",11/7/2022 21:00,19,na,10,na,na,na,19
"36.5144,-87.3278",36.5144,-87.3278,"Clarksville,TN",11/7/2022 20:00,13,na,53,na,na,na,13
"41.9767,-91.6878",41.9767,-91.6878,"Cedar Rapids,IA",11/7/2022 19:00,23,na,64,na,na,na,23
"43.54792,-96.700768",43.54792,-96.700768,"Sioux Falls,SD",3/9/2021 11:00,37,na,41,na,36.8,na,na
"34.51096,-117.32555",34.51096,-117.32555,"Huntington,WV",11/7/2022 18:00,19,na,63,3.8,19.2,9,9
"34.10367,-117.62906",34.10367,-117.62906,"Ontario,CA",11/7/2022 18:00,24,1.6,84,6.5,0.1,4,24
"39.565601,-77.721901",39.565601,-77.721901,"Hagerstown,MD",11/7/2022 12:00,-,na,35,na,20.8,na,9
"42.1428,-80.0372",42.1428,-80.0372,"Erie,PA",11/7/2022 20:00,28,4.5,64,1,24.1,26,28
"49.26029,-123.077811",49.26029,-123.077811,"Vancouver,WA",11/7/2022 17:00,22,0.1,66,5.6,7.6,na,22
"43.58031,-116.562676",43.58031,-116.562676,"Nampa,ID",11/7/2022 19:00,18,2.4,57.5,17.6,55.8,18,17
"34.955601,-81.924797",34.955601,-81.924797,"Spartanburg,SC",11/7/2022 21:00,45,na,94,na,na,na,45
"41.463071,-82.114261",41.463071,-82.114261,"Lorain,OH",9/27/2021 12:00,28,na,49,na,na,na,28
"37.10373,-76.38701",37.10373,-76.38701,"Newport News,VA",11/7/2022 21:00,30,0.1,82,1.7,11.4,13,30
"34.10367,-117.62906",34.10367,-117.62906,"Rancho Cucamonga,CA",11/7/2022 18:00,24,1.6,84,6.5,0.1,4,24
"36.98401,-121.99097",36.98401,-121.99097,"Santa Cruz,CA",11/7/2022 18:00,18,na,89.5,na,17.6,na,9
"41.4014,-73.4447",41.4014,-73.4447,"Danbury,CT",11/7/2022 21:00,14,na,33,na,na,10,14
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Peoria,AZ",11/7/2022 19:00,22,12.3,25,36.2,22.4,18,18
"33.21701,-117.39616",33.21701,-117.39616,"Oceanside,CA",11/7/2022 18:00,21,na,90,500,20.8,6,9
"26.053888888889,-80.256944444444",26.05388889,-80.25694444,"Pembroke Pines,FL",11/7/2022 21:00,35,1.9,88,8.3,11,19,35
"38.10251,-122.238",38.10251,-122.238,"Vallejo,CA",11/3/2022 20:00,38,5.6,72,23.6,3.2,na,38
"33.83061,-117.9385",33.83061,-117.9385,"Garden Grove,CA",11/7/2022 18:00,0,4.5,95,12.3,0.1,1,3
"36.10638,-115.25333",36.10638,-115.25333,"Enterprise,NV",5/18/2021 5:00,23,0.1,28.7,6.3,9,19,23
"42.33155,-122.880266",42.33155,-122.880266,"Medford,OR",11/7/2022 0:00,-,na,87,na,na,na,9
"35.8652,-78.8197",35.8652,-78.8197,"Cary,NC",11/7/2022 21:00,25,3.4,82,6.9,na,na,25
"48.054315,-122.171529",48.054315,-122.171529,"Marysville,WA",11/7/2022 20:00,50,na,97,na,na,na,50
"40.72698,-73.89312",40.72698,-73.89312,"Corona,CA",11/7/2022 21:00,13,na,17.3,na,na,na,13
"29.171388888889,-82.094722222222",29.17138889,-82.09472222,"Ocala,FL",11/7/2022 20:00,20,na,74,na,12.6,na,20
"29.566111111111,-82.266111111111",29.56611111,-82.26611111,"Gainesville,GA",11/7/2022 20:00,22,na,61,na,11.4,na,22
"53.48152,-2.237881",53.48152,-2.237881,"Manchester,NH",11/8/2022 2:00,27,na,85,3.1,26.7,11,25
"38.8577,-77.05922",38.8577,-77.05922,"Alexandria,VA",11/7/2022 21:00,21,0.1,22,1.9,15.9,11,21
"37.256069,-93.299692",37.256069,-93.299692,"Springfield,IL",11/7/2022 20:00,38,na,58,na,31.2,18,38
"39.7143,-105.1239",39.7143,-105.1239,"Lakewood,CO",11/4/2022 14:00,13,na,30,na,na,na,13
"30.2175,-92.051389",30.2175,-92.051389,"Lafayette,IN",11/7/2022 20:00,36,na,88,na,6.4,11,36
"30.262347,-93.284906",30.262347,-93.284906,"Lake Charles,LA",11/7/2022 20:00,36,na,94,4.8,15,16,36
"46.4846547,30.6964293",46.4846547,30.6964293,"Odessa,TX",3/6/2020 21:00,90,na,99.9,na,na,54,90
"32.6056,-83.597907",32.6056,-83.597907,"Warner Robins,GA",11/7/2022 20:00,39,na,82,na,na,16,39
"34.18198,-118.36304",34.18198,-118.36304,"Hollywood,FL",11/7/2022 18:00,21,na,93,2,20.8,na,4
"29.9229186,-93.9090282",29.9229186,-93.9090282,"Port Arthur,TX",11/7/2022 17:00,30,na,83,na,na,na,30
"32.805408,-83.543521",32.805408,-83.543521,"Macon,GA",3/10/2022 13:00,43,na,59,na,27.2,na,43
"39.10465,-94.57055",39.10465,-94.57055,"Kansas City,KS",11/7/2022 20:00,28,na,32,4.9,na,20,28
"29.7679707,-95.2205867",29.7679707,-95.2205867,"Pasadena,TX",11/7/2022 21:00,8,na,1,14.2,8,na,23
"41.171398,-73.195297",41.171398,-73.195297,"Fairfield,CA",11/7/2022 21:00,15,na,29,na,na,na,15
"41.7714,-88.1522",41.7714,-88.1522,"Naperville,IL",11/7/2022 20:00,56,na,69,na,na,na,56
"47.600863,-122.148397",47.600863,-122.148397,"Bellevue,WA",11/7/2022 20:00,6,na,89,na,na,na,6
"41.656944,-85.96833",41.656944,-85.96833,"Elkhart,IN",11/7/2022 21:00,25,na,79,na,na,na,25
"39.0242,-95.7114",39.0242,-95.7114,"Topeka,KS",11/7/2022 20:00,23,na,41,na,16.8,18,23
"41.526885,-88.116474",41.526885,-88.116474,"Joliet,IL",11/7/2022 20:00,52,na,59.3,na,na,na,52
"30.06717,-94.09093",30.06717,-94.09093,"Beaumont,TX",na,-,na,92.1,na,na,na,na
"37.28177,-120.43368",37.28177,-120.43368,"Merced,CA",11/7/2022 18:00,30,na,76,4.9,21.6,na,30
"32.690277,-114.614441",32.690277,-114.614441,"Yuma,AZ",11/7/2022 18:00,17,na,21,na,10.6,22,17
"29.993278,-90.101464",29.993278,-90.101464,"Metairie,LA",11/7/2022 19:00,53,1.2,3,5.6,20,13,53
"35.65188,-87.0096",35.65188,-87.0096,"Columbia,MO",11/7/2022 20:00,21,na,96,na,na,na,21
"37.988028,23.727628",37.988028,23.727628,"Athens,GA",11/8/2022 3:00,76,na,93,18.8,na,34,76
"38.74643,-121.26498",38.74643,-121.26498,"Roseville,CA",11/7/2022 18:00,24,na,85.5,5.8,24.1,8,21
"39.838199,-104.94984",39.838199,-104.94984,"Thornton,CO",11/7/2022 19:00,54,5.1,51,15.6,0.5,54,68
"26.053888888889,-80.256944444444",26.05388889,-80.25694444,"Miramar,FL",11/7/2022 21:00,35,1.9,88,8.3,11,19,35
"29.7679707,-95.2205867",29.7679707,-95.2205867,"Pasadena,CA",11/7/2022 21:00,8,na,1,14.2,8,na,23
"38.8386,-94.7464",38.8386,-94.7464,"Olathe,KS",11/7/2022 20:00,22,na,32,na,21.6,15,17
"34.94287,-120.43561",34.94287,-120.43561,"Santa Maria,CA",2/22/2021 9:00,-,na,48,na,16.8,20,9
"39.063798,-108.561173",39.063798,-108.561173,"Grand Junction,CO",11/7/2022 20:00,9,1,29,na,na,4,9
"32.836602,-79.956983",32.836602,-79.956983,"Charleston,WV",7/6/2022 13:00,28,na,68.5,4.7,na,na,28
"33.83061,-117.9385",33.83061,-117.9385,"Orange,CA",11/7/2022 18:00,0,4.5,95,12.3,0.1,1,3
"33.83061,-117.9385",33.83061,-117.9385,"Fullerton,CA",11/7/2022 18:00,0,4.5,95,12.3,0.1,1,3
"40.414877,-104.70693",40.414877,-104.70693,"Greeley,CO",11/7/2022 20:00,38,na,60,na,9,18,38
"32.310332,-106.751211",32.310332,-106.751211,"Las Cruces,NM",11/7/2022 18:00,30,na,29.5,26.9,6,29,30
"30.130555555556,-85.731388888889",30.13055556,-85.73138889,"Panama City,FL",11/7/2022 19:00,39,na,83,na,10.6,na,39
"37.10373,-76.38701",37.10373,-76.38701,"Hampton,VA",11/7/2022 21:00,30,0.1,82,1.7,11.4,13,30
"41.23172,-80.80116",41.23172,-80.80116,"Warren,MI",11/7/2022 12:00,9,na,46.6,na,na,na,9
"39.159372,-86.504747",39.159372,-86.504747,"Bloomington,IL",11/7/2022 20:00,25,na,28,na,na,na,25
"46.59495,-120.51228",46.59495,-120.51228,"Yakima,WA",11/7/2022 20:00,34,na,74,na,na,23,34
"47.38614,-122.23195",47.38614,-122.23195,"Kent,WA",11/7/2022 20:00,42,na,89.5,na,na,na,42
"43.315111,-79.802639",43.315111,-79.802639,"Burlington,NC",11/7/2022 21:00,17,na,62,13,8,na,17
"48.760036,-122.456463",48.760036,-122.456463,"Bellingham,WA",11/7/2022 20:00,25,na,57,na,na,na,25
"37.34849,-121.89494",37.34849,-121.89494,"Santa Clara,CA",11/7/2022 18:00,18,2.6,73,12.1,18.4,na,9
"35.638599,-77.358002",35.638599,-77.358002,"Greenville,NC",11/7/2022 20:00,25,na,100,na,na,na,25
"40.64144,-74.20836",40.64144,-74.20836,"Elizabeth,NJ",11/7/2022 21:00,45,2.3,21.3,11.2,1,na,45
"42.50472,-87.8093",42.50472,-87.8093,"Kenosha,WI",11/7/2022 21:00,25,2.3,75,6.3,na,12,25
"40.012969,-105.267212",40.012969,-105.267212,"Boulder,CO",11/7/2022 18:00,31,1.9,58,9.2,14,31,30
"37.8148,-122.28236",37.8148,-122.28236,"Berkeley,CA",11/7/2022 18:00,27,2.3,69.5,3.8,27.2,na,9
"40.55013,-122.38092",40.55013,-122.38092,"Redding,CA",11/7/2022 18:00,27,na,80.2,na,27.2,na,5
"39.7143,-105.1239",39.7143,-105.1239,"Arvada,CO",11/4/2022 14:00,13,na,30,na,na,na,13
"34.06653,-118.22676",34.06653,-118.22676,"East Los Angeles,CA",11/7/2022 18:00,23,2.3,91,5.2,19.2,1,23
"45.806357,-108.426551",45.806357,-108.426551,"Billings,MT",11/7/2022 19:00,33,na,68,na,na,na,33
"39.13876,-121.61872",39.13876,-121.61872,"Yuba City,CA",11/7/2022 18:00,17,na,90,4.7,16.8,3,15
"43.145021,-77.557608",43.145021,-77.557608,"Rochester,MN",11/7/2022 21:00,28,3.1,63.5,2.9,18.4,na,28
"36.5408,-82.5217",36.5408,-82.5217,"Kingsport,TN",11/7/2022 21:00,38,na,60.6,na,na,na,38
"46.8183,-92.0892",46.8183,-92.0892,"Duluth,MN",11/7/2022 20:00,18,na,69.6,na,17.6,na,12
"36.99958,-121.57466",36.99958,-121.57466,"Gilroy,CA",11/7/2022 18:00,28,na,85,na,28.1,na,21
"52.199575,0.12774",52.199575,0.12774,"Cambridge,MA",5/13/2022 9:00,30,na,61.7,5.1,25,11,30
"41.658195,-91.503471",41.658195,-91.503471,"Iowa City,IA",11/7/2022 19:00,31,na,59,na,na,na,31
"39.76168,-121.84047",39.76168,-121.84047,"Chico,CA",11/7/2022 18:00,26,2.3,92,2.9,26.4,3,21
"44.76249,-91.41445",44.76249,-91.41445,"Clearwater,FL",11/7/2022 21:00,19,na,68.5,na,na,10,19
"39.047911,-94.450513",39.047911,-94.450513,"Independence,MO",11/7/2022 20:00,10,2.3,36.7,10,na,na,10
"40.662774119801,-111.90180620685",40.66277412,-111.9018062,"West Jordan,UT",11/7/2022 18:00,41,0.7,74.6,19.5,16.8,na,41
"27.965555555556,-82.230277777778",27.96555556,-82.23027778,"Brandon,FL",11/7/2022 20:00,31,2.5,83.8,1,12.2,31,18
"39.159372,-86.504747",39.159372,-86.504747,"Bloomington,IN",11/7/2022 20:00,25,na,28,na,na,na,25
"-33.673752071375,-70.953064737434",-33.67375207,-70.95306474,"El Monte,CA",8/20/2021 17:00,67,na,68,na,na,33,67
