aqi_key,lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
436,"39.534488,-105.070358",39.534488,-105.070358,"Littleton,CO",11/7/2022 20:00,30,1.9,51.3,9.2,6.5,27,30
437,"53.244131,-1.454946",53.244131,-1.454946,"Chesterfield,MO",11/8/2022 2:00,25,na,89.5,0.5,23.7,10,25
438,"42.1406,-87.7994",42.1406,-87.7994,"Glenview,IL",11/7/2022 21:00,22,na,76.5,na,22.4,na,19
439,"34.9159141,33.6274981",34.9159141,33.6274981,"Salina,KS",11/8/2022 5:00,16,1.7,84.5,4.5,na,10,16
440,"43.2266,-123.36479",43.2266,-123.36479,"Roseburg,OR",2/16/2022 10:00,55,na,76.5,na,na,na,55
441,"32.322573,-111.037709",32.322573,-111.037709,"Oro Valley,AZ",11/7/2022 20:00,42,2.1,28,1.7,47.2,35,42
442,"21.39283293,-157.969126",21.39283293,-157.969126,"Pearl City,HI",4/6/2022 8:00,10,na,75.2,na,na,10,17
443,"19.71756222,-155.1105295",19.71756222,-155.1105295,"Hilo,HI",11/7/2022 16:00,21,na,90,na,na,na,21
444,"40.85355,-73.9661",40.85355,-73.9661,"Hackensack,NJ",11/7/2022 22:00,3,1.2,29.6,10.2,1,na,3
445,"41.4409,-81.4949",41.4409,-81.4949,"Cleveland Heights,OH",5/26/2020 10:00,58,na,70,5.6,na,na,58
446,"40.6041,-74.27517",40.6041,-74.27517,"Westfield,IN",11/7/2022 22:00,132,2.3,21,11.2,1,na,132
447,"42.190296,-121.731369",42.190296,-121.731369,"Klamath Falls,OR",11/7/2022 19:00,7,na,74,na,na,na,7
448,"40.743156,-73.585513",40.743156,-73.585513,"Freeport,NY",11/7/2022 21:00,20,1.7,30,8.2,18,na,20
449,"46.66409,-122.96732",46.66409,-122.96732,"Centralia,WA",11/7/2022 20:00,9,na,81,na,na,na,9
450,"47.8064,-122.3167",47.8064,-122.3167,"Edmonds,WA",4/9/2020 7:00,32,2.4,79.8,17.6,8.8,na,32
451,"32.72683,-103.12298",32.72683,-103.12298,"Hobbs,NM",11/7/2022 19:00,25,na,81,1.9,24.1,na,25
452,"29.5877306,-98.3124785",29.5877306,-98.3124785,"Schertz,TX",10/30/2016 1:00,-,na,88.6,3.8,18.4,na,29
453,"43.3619145,-5.8493887",43.3619145,-5.8493887,"Oviedo,FL",11/8/2022 3:00,23,0.1,72,1.5,23.2,5,21
454,"41.5144,-90.5172",41.5144,-90.5172,"Moline,IL",11/7/2022 21:00,25,na,60.5,na,22.4,na,25
455,"40.13623485066,-111.66015852648",40.13623485,-111.6601585,"Spanish Fork,UT",11/7/2022 20:00,35,na,69,23.2,4.8,na,35
456,"44.150528,-77.3955",44.150528,-77.3955,"Belleville,IL",11/7/2022 22:00,17,na,70,5.6,12.8,na,17
457,"41.2459149,-75.8813075",41.2459149,-75.8813075,"Wilkes-Barre,PA",11/7/2022 21:00,29,3.4,45.2,4.7,28.9,11,17
458,"38.77335,-77.10468",38.77335,-77.10468,"Woodlawn,MD",11/7/2022 22:00,19,0.1,28,1.5,15.1,11,19
459,"40.828022,-73.057548",40.828022,-73.057548,"Coram,NY",11/7/2022 21:00,18,2.1,33,13,32,na,18
460,"37.747338677287,-113.05551540249",37.74733868,-113.0555154,"Cedar City,UT",11/7/2022 20:00,27,na,46,1,27.2,na,20
461,"42.2211,-88.2411",42.2211,-88.2411,"Crystal Lake,IL",11/7/2022 21:00,37,na,75,na,14.5,na,37
462,"32.67618,-115.48307",32.67618,-115.48307,"Calexico,CA",11/7/2022 19:00,24,1.4,46.3,3.8,18.4,24,16
463,"42.92111,-78.76611",42.92111,-78.76611,"Amherst,MA",11/7/2022 21:00,36,2.7,60,9.8,6,na,36
464,"51.5073509,-0.1277583",51.5073509,-0.1277583,"Chelsea,MA",11/8/2022 2:00,46,1.9,73.2,3.2,15.9,19,46
465,"43.52965,-79.862449",43.52965,-79.862449,"Milton,GA",11/7/2022 22:00,17,na,68.7,13.9,7.3,na,17
466,"41.875,-90.177498",41.875,-90.177498,"Clinton,MD",11/7/2022 19:00,23,na,80,na,na,na,23
467,"47.1303,-119.2737",47.1303,-119.2737,"Moses Lake,WA",11/7/2022 21:00,7,na,80,na,na,na,7
468,"40.9958,-80.3467",40.9958,-80.3467,"New Castle,PA",11/7/2022 21:00,27,na,61,13,4.8,18,27
469,"50.1220323,8.6471212",50.1220323,8.6471212,"Frankfort,KY",11/8/2022 3:00,18,0.1,100,3.7,18.3,6,21
470,"45.77222,3.0875",45.77222,3.0875,"Clermont,FL",2/9/2020 6:00,26,na,81,20.4,na,11,26
471,"51.744806,-1.260278",51.744806,-1.260278,"Oxford,MS",11/8/2022 2:00,30,na,87.5,1,na,12,30
472,"49.0787782,19.3023554",49.0787782,19.3023554,"Rosenberg,TX",11/8/2022 3:00,50,5.8,92.2,4.2,na,18,50
473,"45.675107781679,6.389599834955",45.67510778,6.389599835,"Albertville,AL",11/4/2022 3:00,-,na,94,1.2,9.4,na,16
474,"27.955,-82.469444444444",27.955,-82.46944444,"Egypt Lake-Leto,FL",11/7/2022 22:00,17,4.6,84,3.6,12.2,17,27
475,"47.18631,-122.45154",47.18631,-122.45154,"Parkland,WA",11/7/2022 21:00,42,na,95,na,na,na,42
476,"38.23158,-85.82675",38.23158,-85.82675,"New Albany,IN",11/7/2022 22:00,23,na,38,na,na,16,23
477,"-45.86909824,170.51770311",-45.86909824,170.5177031,"Dunedin,FL",11/8/2022 15:00,27,na,50.7,na,na,27,na
478,"32.437028,-84.999653",32.437028,-84.999653,"Phenix City,AL",11/7/2022 21:00,34,na,73,na,na,na,34
479,"43.486917,-79.702278",43.486917,-79.702278,"Oakville,MO",11/7/2022 22:00,13,na,61,5.6,12.1,na,13
480,"42.93056,-87.932104",42.93056,-87.932104,"Oak Creek,WI",11/7/2022 21:00,28,1.2,65,4.8,21.3,12,28
481,"40.539299,-112.299797",40.539299,-112.299797,"Tooele,UT",11/7/2022 20:00,17,1.4,46,10.2,16.8,na,13
482,"40.0845,-82.81552",40.0845,-82.81552,"Gahanna,OH",11/7/2022 22:00,20,na,38,na,na,na,20
483,"48.2944,-122.66",48.2944,-122.66,"Oak Harbor,WA",11/7/2022 19:00,10,na,86,na,na,na,10
484,"41.7547,-87.7136",41.7547,-87.7136,"New City,NY",11/7/2022 21:00,17,na,61,na,11.2,na,17
485,"39.732146,-105.015317",39.732146,-105.015317,"Englewood,CO",11/7/2022 20:00,46,7.7,69,16,0.5,25,46
486,"22.13175,-100.97691666667",22.13175,-100.9769167,"San Luis,AZ",11/7/2022 21:00,1,na,67,14,na,na,na
487,"46.7244,-117.18014",46.7244,-117.18014,"Pullman,WA",11/7/2022 21:00,20,na,85.5,na,na,na,20
488,"31.6675,-106.288",31.6675,-106.288,"Socorro,TX",11/7/2022 20:00,62,na,35,na,6.4,62,52
489,"42.211674,-71.113864",42.211674,-71.113864,"Randolph,MA",11/7/2022 22:00,31,2.3,44,1,31.2,na,13
490,"40.1122,-75.3092",40.1122,-75.3092,"Norristown,PA",11/7/2022 21:00,17,na,29.2,17.6,9.6,na,17
491,"46.002399,-112.500893",46.002399,-112.500893,"Butte,MT",11/7/2022 20:00,24,na,85,na,na,5,24
492,"38.631057,-90.281144",38.631057,-90.281144,"University City,MO",11/7/2022 21:00,12,1.2,45,6.3,na,na,12
493,"39.8356,-75.3725",39.8356,-75.3725,"Chester,PA",11/7/2022 21:00,35,na,60,17.6,9.6,na,35
494,"41.302831,-105.586",41.302831,-105.586,"Laramie,WY",4/4/2018 14:00,40,na,16.4,1,40,24,25
495,"-33.049743798096,-71.614167231712",-33.0497438,-71.61416723,"Valparaiso,IN",11/7/2022 23:00,42,5.6,87,15.7,9.6,28,42
496,"39.2787,-84.36612",39.2787,-84.36612,"Mason,OH",11/7/2022 22:00,44,na,34.6,na,na,na,44
497,"52.225171,21.014783",52.225171,21.014783,"Warsaw,IN",11/8/2022 3:00,59,0.1,73,10.9,12,20,59
498,"32.4820815,-97.0269224",32.4820815,-97.0269224,"Midlothian,TX",4/22/2022 14:00,-,na,55,5,27.2,na,51
499,"29.670025,-95.1285077",29.670025,-95.1285077,"Deer Park,TX",11/7/2022 20:00,25,2.3,91.8,8.2,16,10,25
500,"51.149617,-1.438228",51.149617,-1.438228,"Andover,MN",11/8/2022 3:00,34,na,72,0.5,34.1,11,30
501,"30.525277777778,-87.203611111111",30.52527778,-87.20361111,"Ferry Pass,FL",11/7/2022 19:00,36,na,78,na,5.7,18,36
502,"39.055302,-76.878304",39.055302,-76.878304,"College Park,MD",11/7/2022 22:00,9,2.3,71,21.3,8.8,na,na
503,"39.303056,-94.376389",39.303056,-94.376389,"Liberty,MO",11/7/2022 21:00,5,na,34,na,30.4,na,5
504,"39.954592,116.468117",39.954592,116.468117,"Pekin,IL",11/8/2022 11:00,132,6.4,43,24.3,6.5,74,132
505,"59.96903,30.28451",59.96903,30.28451,"Petersburg,VA",5/27/2020 14:00,29,5.6,28,11.2,28.9,4,11
506,"20.869444,-156.492417",20.869444,-156.492417,"Kahului,HI",11/7/2022 17:00,34,na,84,na,na,na,34
507,"30.135833333333,-81.633888888889",30.13583333,-81.63388889,"Fruit Cove,FL",11/7/2022 22:00,30,1.9,89,0.8,14.3,16,30
508,"33.92077,-116.85841",33.92077,-116.85841,"Banning,CA",11/7/2022 19:00,19,na,98,0.8,19.2,na,17
509,"37.9604,-122.35685",37.9604,-122.35685,"San Pablo,CA",11/7/2022 19:00,30,3.4,81,6.1,25.6,na,30
510,"43.809486,-111.800475",43.809486,-111.800475,"Rexburg,ID",11/1/2022 8:00,17,na,69,na,na,na,17
511,"31.293111111111,-110.95230555556",31.29311111,-110.9523056,"Nogales,AZ",na,-,na,34,na,na,na,na
512,"34.44551,-119.82845",34.44551,-119.82845,"Goleta,CA",11/7/2022 19:00,38,na,90,na,5.6,13,38
513,"33.96127,-84.06901",33.96127,-84.06901,"Lawrenceville,GA",11/7/2022 21:00,32,na,84,na,4,13,32
514,"32.7912,-116.9421",32.7912,-116.9421,"Lakeside,FL",11/7/2022 19:00,18,na,87.6,na,18.4,na,10
515,"-12.10863,-77.00777",-12.10863,-77.00777,"Peru,IL",11/7/2022 22:00,63,26.9,79,10,na,56,63
516,"35.49453,-120.66617",35.49453,-120.66617,"Atascadero,CA",11/7/2022 19:00,13,na,79,1.9,0.1,9,13
517,"35.7683,-83.9422",35.7683,-83.9422,"Maryville,TN",11/7/2022 21:00,34,na,96,na,na,na,34
518,"57.141922,-2.091664",57.141922,-2.091664,"Aberdeen,WA",11/8/2022 2:00,57,na,93,1.8,16.7,28,57
519,"32.172997,-110.980115",32.172997,-110.980115,"Drexel Heights,AZ",11/7/2022 19:00,27,2.1,26.5,1.7,16.8,27,30
520,"39.15047,-123.20655",39.15047,-123.20655,"Ukiah,CA",11/7/2022 19:00,9,na,93,na,na,na,9
521,"45.828968,-119.262991",45.828968,-119.262991,"Hermiston,OR",11/7/2022 19:00,15,na,70,na,na,na,15
522,"39.143197,-76.846192",39.143197,-76.846192,"South Laurel,MD",11/7/2022 22:00,30,2.3,66.6,13.6,na,na,30
523,"26.724722222222,-80.666388888889",26.72472222,-80.66638889,"Belle Glade,FL",11/7/2022 20:00,30,na,82,na,14.3,na,30
524,"52.47609,-1.875024",52.47609,-1.875024,"Shirley,NY",11/8/2022 3:00,30,na,95,1,26.4,11,30
525,"46.193654,6.214178",46.193654,6.214178,"Geneva,NY",11/4/2022 3:00,-,na,96.5,1.3,1,na,28
526,"52.272257,-0.916605",52.272257,-0.916605,"Northampton,MA",11/8/2022 3:00,42,na,24,0.1,32.5,10,42
527,"25.73,-100.30972222222",25.73,-100.3097222,"Monterey,CA",11/7/2022 20:00,48,9.8,89,10.3,6.4,48,34
528,"38.7045,-90.1397",38.7045,-90.1397,"Granite City,IL",11/7/2022 21:00,17,na,54,na,na,na,17
529,"40.83606,-73.92009",40.83606,-73.92009,"Melrose,MA",11/7/2022 22:00,20,1.4,20,15.2,32,na,20
530,"38.448581,-90.398436",38.448581,-90.398436,"Mehlville,MO",11/7/2022 21:00,18,na,58.5,na,na,10,18
531,"-42.855,147.315",-42.855,147.315,"Hobart,IN",11/8/2022 13:00,3,na,44,na,na,3,5
532,"36.17341,-115.33272",36.17341,-115.33272,"Summerlin South,NV",5/18/2021 5:00,18,0.1,28.8,2,15.5,14,18
533,"41.653446,-87.435435",41.653446,-87.435435,"East Chicago,IN",11/7/2022 21:00,17,na,65,na,na,na,17
534,"38.650259,-90.350463",38.650259,-90.350463,"Kirkwood,MO",11/7/2022 21:00,5,na,52.5,na,na,na,5
535,"36.7319,-119.5089",36.7319,-119.5089,"Sanger,CA",11/10/2020 9:00,36,na,59.5,na,na,na,36
536,"38.1825,-85.5744",38.1825,-85.5744,"Jeffersontown,KY",11/7/2022 22:00,23,na,32,na,22.4,17,23
537,"-23.8351,151.2539",-23.8351,151.2539,"Gladstone,MO",11/8/2022 13:00,24,na,60.5,na,na,24,na
538,"40.4211798,-79.7881024",40.4211798,-79.7881024,"Monroeville,PA",1/5/2016 17:00,-,na,53,na,1,na,na
539,"40.740375,-75.3096237",40.740375,-75.3096237,"Easton,PA",1/7/2016 7:00,-,na,92,26,1,3,na
540,"41.3536,-72.0789",41.3536,-72.0789,"New London,CT",11/7/2022 22:00,15,na,30.4,na,na,14,15
541,"33.433575,-84.161708",33.433575,-84.161708,"McDonough,GA",11/7/2022 21:00,40,na,90,na,32.8,na,40
542,"33.3311,-87.0036",33.3311,-87.0036,"Bessemer,AL",11/7/2022 21:00,38,na,94.6,na,0.8,na,38
543,"-6.182536,106.834236",-6.182536,106.834236,"Batavia,IL",11/8/2022 9:00,107,na,61.3,na,na,na,107
544,"41.400968,-91.067957",41.400968,-91.067957,"Muscatine,IA",11/7/2022 20:00,34,0.1,43,na,19.2,22,34
545,"55.77128,37.60682",55.77128,37.60682,"Moscow,ID",11/8/2022 6:00,78,na,98.1691,na,na,29,78
546,"38.611893,-90.160614",38.611893,-90.160614,"East St. Louis,IL",11/7/2022 21:00,24,na,49,na,19.2,na,24
547,"48.856614,2.3522219",48.856614,2.3522219,"Paris,TX",11/8/2022 2:00,11,0.1,86,26.2,11.4,15,41
548,"46.743889,-92.166946",46.743889,-92.166946,"Superior,WI",11/7/2022 21:00,8,na,64,na,na,na,8
549,"24.469159,39.622603",24.469159,39.622603,"Medina,OH",2/27/2022 11:18,18,8,18,3,18,8,na
550,"21.32374479,-158.0886127",21.32374479,-158.0886127,"Ewa Gentry,HI",11/7/2022 17:00,18,na,54,5.4,0.1,15,18
551,"39.41,-76.2967",39.41,-76.2967,"Edgewood,MD",11/7/2022 22:00,34,na,64,na,na,na,34
552,"40.85361,14.27167",40.85361,14.27167,"San Lorenzo,CA",8/16/2022 9:00,14,3.6,77.8,16.5,na,14,8
553,"43.660248,-70.268967",43.660248,-70.268967,"South Portland,ME",11/7/2022 22:00,12,na,42,0.9,11.8,na,9
554,"27.779722222222,-82.419722222222",27.77972222,-82.41972222,"Ruskin,FL",11/7/2022 22:00,38,na,78.7,1,12,19,38
555,"37.864731,-122.302703",37.864731,-122.302703,"El Cerrito,CA",11/7/2022 15:00,21,2.3,74,14.2,20.8,na,na
556,"33.5531,-86.815",33.5531,-86.815,"Homewood,AL",10/28/2022 13:00,55,na,49,na,35.2,21,55
557,"38.7267,-89.959198",38.7267,-89.959198,"Edwardsville,IL",4/28/2022 12:00,23,na,40.5,na,23.3,na,na
558,"29.94475,-89.976263",29.94475,-89.976263,"Terrytown,LA",11/7/2022 21:00,41,1.2,72.5,5.6,25,17,41
559,"-37.8287277,145.1324",-37.8287277,145.1324,"Clayton,NC",11/8/2022 13:00,26,1.5,39.9,4.7,25.6,15,12
560,"44.348604,-96.807299",44.348604,-96.807299,"Brookings,SD",11/7/2022 21:00,13,na,57,na,12.8,12,10
561,"42.261669,-83.157893",42.261669,-83.157893,"Wyandotte,MI",11/7/2022 22:00,30,na,53,na,na,na,30
562,"-27.5358,152.9934",-27.5358,152.9934,"Forest Lake,MN",11/8/2022 13:00,43,na,42,1.9,10.6,16,43
563,"27.1725,-80.240555555556",27.1725,-80.24055556,"Palm City,FL",11/7/2022 20:00,35,na,54,na,15.1,na,35
564,"-39.638873262,176.85880199271",-39.63887326,176.858802,"Hastings,NE",11/8/2022 15:00,8,na,67.4,na,na,8,na
565,"37.394524126147,-6.0030957063521",37.39452413,-6.003095706,"Camas,WA",11/8/2022 4:00,49,0.1,88,7.4,9.9,25,49
566,"35.1967,-90.1911",35.1967,-90.1911,"West Memphis,AR",11/7/2022 20:00,40,na,93,na,12.8,na,40
567,"46.99364,-120.545",46.99364,-120.545,"Ellensburg,WA",11/7/2022 21:00,13,na,75.5,na,na,na,13
568,"45.64336,-122.58737",45.64336,-122.58737,"Orchards,WA",11/7/2022 21:00,13,na,78.6,na,na,na,13
569,"51.601203,-2.977281",51.601203,-2.977281,"Newport,RI",11/8/2022 3:00,13,na,93,1.4,26,9,13
570,"36.522823188657,-6.2251698914053",36.52282319,-6.225169891,"San Fernando,CA",11/8/2022 4:00,1,0.1,93,1.9,16.7,18,44
571,"48.115,-123.436434",48.115,-123.436434,"Port Angeles,WA",11/7/2022 21:00,17,na,100,na,na,na,17
572,"36.697189,-97.081278",36.697189,-97.081278,"Ponca City,OK",11/7/2022 21:00,29,na,65,na,na,18,29
573,"33.68797,-84.29048",33.68797,-84.29048,"Candler-McAfee,GA",11/7/2022 21:00,29,4.5,59.4,17.7,4,14,29
574,"30.426666666667,-86.666111111111",30.42666667,-86.66611111,"Wright,FL",6/20/2022 12:00,25,na,66,na,17.5,14,25
575,"32.0319398,-96.3991377",32.0319398,-96.3991377,"Corsicana,TX",11/7/2022 20:00,29,na,78.4,1,14.5,na,29
576,"50.9959111111106,2.36626928430889",50.99591111,2.366269284,"Dunkirk,NY",11/8/2022 3:00,21,na,88,0.5,21.2,7,21
577,"35.9525,-96.0033",35.9525,-96.0033,"Jenks,OK",11/7/2022 21:00,33,na,80,na,24.8,15,33
578,"38.75961,-94.57983",38.75961,-94.57983,"Belton,MO",11/7/2022 21:00,5,na,88,na,29.6,na,5
579,"30.260277777778,-81.453611111111",30.26027778,-81.45361111,"Jacksonville Beach,FL",11/7/2022 22:00,26,1.9,82,0.8,13,12,26
580,"52.95473,-1.146447",52.95473,-1.146447,"Arnold,MD",11/8/2022 3:00,34,na,82.4,1.9,29.2,13,34
581,"40.4732222,-79.9556424",40.4732222,-79.9556424,"Allison Park,PA",10/18/2016 15:00,-,4.5,93.8,na,0.1,na,na
582,"41.182101,-74.028167",41.182101,-74.028167,"Monsey,NY",11/7/2022 22:00,37,1.2,47.3,15.2,30.4,na,37
583,"35.5365,-108.7272",35.5365,-108.7272,"Gallup,NM",3/25/2022 5:00,5,na,26,na,na,na,5
584,"42.930521,-72.272332",42.930521,-72.272332,"Keene,NH",11/7/2022 22:00,25,na,51,na,24.8,na,13
585,"37.179005689686,-113.30510046381",37.17900569,-113.3051005,"Hurricane,UT",11/7/2022 20:00,28,na,36,10.2,28.1,na,8
586,"33.5453,-86.5492",33.5453,-86.5492,"Trussville,AL",11/7/2022 21:00,47,na,91,na,0.8,na,47
587,"36.1022,-119.56564",36.1022,-119.56564,"Corcoran,CA",11/7/2022 19:00,34,na,80,na,na,34,25
588,"45.496641,-122.602877",45.496641,-122.602877,"Happy Valley,OR",11/7/2022 17:00,7,0.1,94.5,3.6,0.1,na,7
589,"40.6978,-89.5889",40.6978,-89.5889,"East Peoria,IL",11/7/2022 21:00,57,na,51.5,na,na,na,57
590,"37.34438,-77.25925",37.34438,-77.25925,"Hopewell,VA",11/7/2022 21:00,94,0.1,69,1,15.9,42,94
591,"51.953278,7.619377",51.953278,7.619377,"Munster,IN",11/8/2022 2:00,19,na,89,5.5,na,7,19
592,"20.78099679,-156.4463732",20.78099679,-156.4463732,"Kihei,HI",3/30/2022 8:00,17,na,82.5,na,na,na,17
593,"48.786114,-123.717307",48.786114,-123.717307,"Duncan,OK",11/7/2022 19:00,10,na,76,0.7,10.4,na,9
594,"51.552476,-0.258089",51.552476,-0.258089,"Brent,FL",11/8/2022 2:00,24,na,80.5,1.2,23.6,14,21
595,"36.511708,-77.655389",36.511708,-77.655389,"Roanoke Rapids,NC",11/7/2022 22:00,53,na,69,2.5,na,na,53
596,"52.3702157,4.8951679",52.3702157,4.8951679,"Amsterdam,NY",11/8/2022 4:00,23,2.1,86,3.7,20,8,23
597,"-33.872468,151.213337",-33.872468,151.213337,"Sidney,OH",11/8/2022 13:00,16,1.2,59,7.5,16,5,6
598,"34.843899,-82.414597",34.843899,-82.414597,"Wade Hampton,SC",11/7/2022 22:00,61,na,94,17.6,na,24,61
599,"36.0261,-80.3419",36.0261,-80.3419,"Clemmons,NC",11/7/2022 22:00,33,na,91,na,10.4,na,33
600,"39.595001,-75.611",39.595001,-75.611,"Bear,DE",11/7/2022 22:00,27,na,43,na,na,na,27
601,"36.0528,-89.3819",36.0528,-89.3819,"Dyersburg,TN",11/7/2022 20:00,21,na,100,na,na,na,21
602,"41.302637194351,-111.98647559149",41.30263719,-111.9864756,"North Ogden,UT",11/7/2022 20:00,17,1.6,83.1,11.2,16.8,7,5
603,"41.133317,-95.956078",41.133317,-95.956078,"Papillion,NE",11/3/2022 10:00,38,na,75.1,na,na,na,38
604,"45.602419,-121.203387",45.602419,-121.203387,"The Dalles,OR",11/7/2022 19:00,23,na,82,na,na,na,23
605,"33.565278,-86.796389",33.565278,-86.796389,"Mountain Brook,AL",11/7/2022 21:00,62,na,82,na,na,19,62
606,"43.168285997691,-2.637958000945",43.168286,-2.637958001,"Durango,CO",11/8/2022 2:00,27,na,41,1,26.9,4,9
607,"42.2411499,-83.6129939",42.2411499,-83.6129939,"Ypsilanti,MI",11/7/2022 22:00,29,na,60,na,na,na,29
608,"39.464872,-74.448736",39.464872,-74.448736,"Pleasantville,NJ",11/7/2022 22:00,22,na,60.5,25.1,21.6,na,20
609,"41.726811,-81.242156",41.726811,-81.242156,"Painesville,OH",11/7/2022 22:00,25,na,75.5,na,na,na,25
610,"40.739264,-73.817694",40.739264,-73.817694,"Rosedale,MD",11/7/2022 22:00,25,1.6,22.2,7.5,28.9,na,25
611,"45.4215296,-75.6971931",45.4215296,-75.6971931,"Ottawa,IL",11/7/2022 22:00,15,5,56,1.9,14.5,na,9
612,"40.3260845,-79.8836674",40.3260845,-79.8836674,"West Mifflin,PA",11/7/2022 15:00,9,na,45.2,5.6,0.8,na,9
613,"41.492802,-112.0187",41.492802,-112.0187,"Brigham City,UT",11/7/2022 20:00,17,1.4,46,10.2,16.8,na,13
614,"44.476101,-73.210297",44.476101,-73.210297,"South Burlington,VT",11/7/2022 22:00,21,na,37,na,na,na,21
615,"43.566122,-71.496335",43.566122,-71.496335,"Laconia,NH",11/7/2022 22:00,25,na,42.5,na,na,na,25
616,"44.80353,-106.961763",44.80353,-106.961763,"Sheridan,WY",9/18/2018 7:00,16,na,41.7,9.3,4.8,16,5
617,"39.146025,-84.538375",39.146025,-84.538375,"White Oak,OH",11/7/2022 22:00,22,5.6,34.5,33.4,na,na,22
618,"54.894834,-2.945307",54.894834,-2.945307,"Carlisle,PA",6/21/2021 11:00,46,na,58,17.9,30,15,46
619,"34.906082,-95.794128",34.906082,-95.794128,"McAlester,OK",11/7/2022 21:00,48,na,89,na,13.6,15,48
620,"48.52059,-122.61428",48.52059,-122.61428,"Anacortes,WA",11/7/2022 19:00,30,na,87,na,21.6,na,30
621,"31.768319,35.21371",31.768319,35.21371,"Palestine,TX",11/8/2022 5:00,53,7.6,7.5,3.9,19.1,35,53
622,"43.608528,-72.98246",43.608528,-72.98246,"Rutland,VT",11/7/2022 22:00,24,2.3,53,1.2,24.1,na,18
623,"45.2108,-93.6686",45.2108,-93.6686,"Otsego,MN",11/7/2022 21:00,21,na,73,na,30.4,na,21
624,"34.051102,-81.154999",34.051102,-81.154999,"West Columbia,SC",8/31/2020 8:00,155,na,87.5,na,na,na,155
625,"31.79611,-106.58389",31.79611,-106.58389,"Sunland Park,NM",11/7/2022 19:00,69,na,41,32.5,6.4,69,42
626,"36.9919037153292,35.326057728836",36.99190372,35.32605773,"Ada,OK",11/8/2022 7:00,36,2.3,82,15.3,16.8,36,35
627,"30.394166666667,-87.008055555556",30.39416667,-87.00805556,"Midway,FL",11/7/2022 19:00,38,na,93.7,na,5.7,18,38
628,"44.796959,20.475288",44.796959,20.475288,"Belgrade,MT",11/8/2022 3:00,87,na,100,3.6,2.2,35,87
629,"35.02079,-120.56389",35.02079,-120.56389,"Nipomo,CA",11/7/2022 19:00,22,na,93,na,na,22,21
630,"29.7337263,-95.2575931",29.7337263,-95.2575931,"South Houston,TX",11/7/2022 22:00,25,4.5,85.5,13.2,12.8,na,25
631,"45.652231,-118.823033",45.652231,-118.823033,"Pendleton,OR",11/7/2022 19:00,12,na,44,na,na,na,12
632,"42.702223,-73.110414",42.702223,-73.110414,"North Adams,MA",11/7/2022 22:00,26,2,49,1,26.4,na,17
633,"31.93544,35.94458",31.93544,35.94458,"Ammon,ID",11/8/2022 2:00,30,na,67,8.7,na,30,na
634,"38.5425,-90.263611",38.5425,-90.263611,"Lemay,MO",11/6/2022 20:00,-,na,49.5,na,na,na,13
635,"39.32782,-120.18459",39.32782,-120.18459,"Truckee,CA",11/7/2022 19:00,9,na,82.4,na,na,na,9
636,"9.949488,-84.142876",9.949488,-84.142876,"Mercedes,TX",11/7/2022 21:00,42,na,85,na,na,na,42
637,"48.2167394444444,16.3809180555556",48.21673944,16.38091806,"Vienna,VA",11/8/2022 5:00,63,0.1,87.7,14.2,na,22,63
638,"31.3492,-109.539683",31.3492,-109.539683,"Douglas,AZ",11/7/2022 20:00,17,na,38.5,na,na,17,na
639,"34.8275,-89.9889",34.8275,-89.9889,"Hernando,MS",11/7/2022 21:00,42,na,96,na,na,na,42
640,"51.518167,0.439548",51.518167,0.439548,"Stanford,CA",11/8/2022 3:00,21,na,77,2.1,5,11,21
641,"35.97814,-114.84631",35.97814,-114.84631,"Boulder City,NV",3/12/2021 6:00,14,0.1,93,4.9,14.3,4,8
642,"-34.2487,146.0695",-34.2487,146.0695,"Griffith,IN",11/8/2022 12:00,2,na,38.9,na,na,2,4
643,"40.72545,-74.05229",40.72545,-74.05229,"North Arlington,NJ",11/7/2022 23:00,21,7.8,38.5,34.3,1,na,21
644,"41.215,-80.485",41.215,-80.485,"Hermitage,PA",11/7/2022 22:00,28,na,75.6,na,9.6,18,28
645,"33.4997,-86.9242",33.4997,-86.9242,"Hueytown,AL",11/7/2022 22:00,42,na,88.7,na,na,12,42
646,"29.901037,-95.3261248",29.901037,-95.3261248,"Aldine,TX",11/7/2022 21:00,38,na,91.7,15.1,1.6,na,38
647,"30.293697,57.08758",30.293697,57.08758,"Kerman,CA",11/8/2022 7:00,77,29,60,na,na,na,77
648,"28.376721853839,-16.361936111111",28.37672185,-16.36193611,"Candelaria,PR",11/8/2022 4:00,30,0.1,21,4.2,22.4,13,30
649,"40.4094,-120.6644",40.4094,-120.6644,"Susanville,CA",11/10/2021 5:00,57,na,78,na,na,na,57
650,"55.934357,-3.46919",55.934357,-3.46919,"Livingston,CA",11/8/2022 2:00,9,na,76,0.4,16,4,9
651,"46.721932,-116.95918",46.721932,-116.95918,"Paradise Valley,AZ",11/7/2022 20:00,65,na,80,na,na,na,65
652,"55.85917,-4.258889",55.85917,-4.258889,"Glasgow,KY",11/8/2022 3:00,9,na,87,1.8,15.9,5,9
653,"53.38928,-2.615358",53.38928,-2.615358,"Warrington,FL",11/8/2022 3:00,30,na,92.3,13.9,30.1,6,5
